DexNum,Name,AbilityTextDump
632,Durant,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/swarm.shtml""><b>Swarm</b></a>: When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%. <br>
<a href=""/abilitydex/hustle.shtml""><b>Hustle</b></a>: Damage from physical attacks is increased by 50%, but average accuracy is only 80%. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/truant.shtml""><b>Truant</b></a>: The Pokémon cannot use a move in the turn following one where it used a move, even if that move failed. </td>"
633,Deino,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/hustle.shtml""><b>Hustle</b></a>: Damage from physical attacks is increased by 50%, but average accuracy is only 80%. </td>"
634,Zweilous,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/hustle.shtml""><b>Hustle</b></a>: Damage from physical attacks is increased by 50%, but average accuracy is only 80%. </td>"
635,Hydreigon,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/levitate.shtml""><b>Levitate</b></a>: Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes. </td>"
636,Larvesta,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/flamebody.shtml""><b>Flame Body</b></a>: The opponent has a 30% chance of being induced with Burn when using an attack, that requires physical contact, against this Pokémon. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/swarm.shtml""><b>Swarm</b></a>: When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%. </td>"
637,Volcarona,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/flamebody.shtml""><b>Flame Body</b></a>: The opponent has a 30% chance of being induced with Burn when using an attack, that requires physical contact, against this Pokémon. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/swarm.shtml""><b>Swarm</b></a>: When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%. </td>"
638,Cobalion,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/justified.shtml""><b>Justified</b></a>: Attack is raised by one stage when the Pokémon is hit by a Dark-type move </td>"
639,Terrakion,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/justified.shtml""><b>Justified</b></a>: Attack is raised by one stage when the Pokémon is hit by a Dark-type move </td>"
640,Virizion,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/justified.shtml""><b>Justified</b></a>: Attack is raised by one stage when the Pokémon is hit by a Dark-type move </td>"
641,Tornadus,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/prankster.shtml""><b>Prankster</b></a>: Status category moves have their Speed Priority increased by 1. Moves increased by this that are used on Dark-type opponents will fail. <br>
<b>Hidden Ability</b>: <i>(Available Through Transfer)</i><br><a href=""/abilitydex/defiant.shtml""><b>Defiant</b></a>: Attack is raised by two stages when the Pokémon has its stats lowered. Doesn't work on self inflicted stat drops or drops from allies <br>
<b>Therian Forme Ability</b>:<br><a href=""/abilitydex/regenerator.shtml""><b>Regenerator</b></a>: When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored </td>"
642,Thundurus,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/prankster.shtml""><b>Prankster</b></a>: Status category moves have their Speed Priority increased by 1. Moves increased by this that are used on Dark-type opponents will fail. <br>
<b>Hidden Ability</b>: <i>(Available Through Transfer)</i><br><a href=""/abilitydex/defiant.shtml""><b>Defiant</b></a>: Attack is raised by two stages when the Pokémon has its stats lowered. Doesn't work on self inflicted stat drops or drops from allies <br>
<b>Therian Forme Ability</b>:<br><a href=""/abilitydex/voltabsorb.shtml""><b>Volt Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Electric-type moves. </td>"
643,Reshiram,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/turboblaze.shtml""><b>Turboblaze</b></a>: Moves can be used on the target regardless of its Abilities. </td>"
644,Zekrom,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/teravolt.shtml""><b>Teravolt</b></a>: Moves can be used on the target regardless of its Abilities. </td>"
645,Landorus,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sandforce.shtml""><b>Sand Force</b></a>: Ground-type, Rock-type &amp; Steel-type moves have their power increased by 33% in a Sandstorm <br>
<b>Hidden Ability</b>: <i>(Available Through Transfer)</i><br><a href=""/abilitydex/sheerforce.shtml""><b>Sheer Force</b></a>: Moves with a secondary effect are increased in power by 30% but lose their secondary effect <br>
<b>Therian Forme Ability</b>:<br><a href=""/abilitydex/intimidate.shtml""><b>Intimidate</b></a>: Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches. Opponents in S.O.S. Battles are more likely to call for help. </td>"
646,Kyurem,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/pressure.shtml""><b>Pressure</b></a>: When this Pokémon is hit by a move, the opponent’s PP lowers by 2 rather than 1.  <br>
<b>Black Kyurem Ability</b>:<br><a href=""/abilitydex/teravolt.shtml""><b>Teravolt</b></a>: Moves can be used on the target regardless of its Abilities. <br>
<b>White Kyurem Ability</b>:<br><a href=""/abilitydex/turboblaze.shtml""><b>Turboblaze</b></a>: Moves can be used on the target regardless of its Abilities. </td>"
647,Keldeo,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/justified.shtml""><b>Justified</b></a>: Attack is raised by one stage when the Pokémon is hit by a Dark-type move </td>"
648,Meloetta,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/serenegrace.shtml""><b>Serene Grace</b></a>: The chances of a move having a secondary effect is doubled. </td>"
649,Genesect,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/download.shtml""><b>Download</b></a>: Attack is increased when the foe’s Defense is lower than its Special Defense or increases Special Attack when the foe’s Special Defense is lower than its Defense. </td>"
650,Chespin,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/overgrow.shtml""><b>Overgrow</b></a>: When HP is below 1/3rd its maximum, power of Grass-type moves is increased by 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/bulletproof.shtml""><b>Bulletproof</b></a>: Protects the Pokémon from some ball and bomb moves. </td>"
651,Quilladin,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/overgrow.shtml""><b>Overgrow</b></a>: When HP is below 1/3rd its maximum, power of Grass-type moves is increased by 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/bulletproof.shtml""><b>Bulletproof</b></a>: Protects the Pokémon from some ball and bomb moves. </td>"
652,Chesnaught,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/overgrow.shtml""><b>Overgrow</b></a>: When HP is below 1/3rd its maximum, power of Grass-type moves is increased by 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/bulletproof.shtml""><b>Bulletproof</b></a>: Protects the Pokémon from some ball and bomb moves. </td>"
653,Fennekin,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/blaze.shtml""><b>Blaze</b></a>: When HP is below 1/3rd its maximum, power of Fire-type moves is increased by 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/magician.shtml""><b>Magician</b></a>: The Pokémon steals the held item of a Pokémon it hits with a move. </td>"
654,Braixen,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/blaze.shtml""><b>Blaze</b></a>: When HP is below 1/3rd its maximum, power of Fire-type moves is increased by 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/magician.shtml""><b>Magician</b></a>: The Pokémon steals the held item of a Pokémon it hits with a move. </td>"
655,Delphox,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/blaze.shtml""><b>Blaze</b></a>: When HP is below 1/3rd its maximum, power of Fire-type moves is increased by 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/magician.shtml""><b>Magician</b></a>: The Pokémon steals the held item of a Pokémon it hits with a move. </td>"
656,Froakie,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/torrent.shtml""><b>Torrent</b></a>: When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/protean.shtml""><b>Protean</b></a>: Before the Pokémon uses a move, it becomes a pure Pokémon of that type. </td>"
657,Frogadier,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/torrent.shtml""><b>Torrent</b></a>: When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/protean.shtml""><b>Protean</b></a>: Before the Pokémon uses a move, it becomes a pure Pokémon of that type. </td>"
658,Greninja,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/torrent.shtml""><b>Torrent</b></a>: When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%. <br>
<b>Hidden Ability</b>:<br><a href=""/abilitydex/protean.shtml""><b>Protean</b></a>: Before the Pokémon uses a move, it becomes a pure Pokémon of that type. <br>
<b>Ash-Greninja Ability</b>:<br><a href=""/abilitydex/battlebond.shtml""><b>Battle Bond</b></a>: Defeating an opposing Pokémon strengthens the Pokémon's bond with its Trainer, and it becomes Ash-Greninja. Water Shuriken gets more powerful. </td>"
659,Bunnelby,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/pickup.shtml""><b>Pickup</b></a>: Has a 10% chance of finding and holding an item after battle. Will not work if this Pokémon is already holding an item. From Black &amp; White, it allows for the user to pick up the item of its opponent or ally if they used up the item in battle. <br>
<a href=""/abilitydex/cheekpouch.shtml""><b>Cheek Pouch</b></a>: Restores HP as well when the Pokémon eats a Berry. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/hugepower.shtml""><b>Huge Power</b></a>: The Pokémon's Attack stat is doubled while it has this ability. </td>"
660,Diggersby,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/pickup.shtml""><b>Pickup</b></a>: Has a 10% chance of finding and holding an item after battle. Will not work if this Pokémon is already holding an item. From Black &amp; White, it allows for the user to pick up the item of its opponent or ally if they used up the item in battle. <br>
<a href=""/abilitydex/cheekpouch.shtml""><b>Cheek Pouch</b></a>: Restores HP as well when the Pokémon eats a Berry. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/hugepower.shtml""><b>Huge Power</b></a>: The Pokémon's Attack stat is doubled while it has this ability. </td>"
661,Fletchling,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/bigpecks.shtml""><b>Big Pecks</b></a>: Protects the Pokémon from Defense-lowering effects. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/galewings.shtml""><b>Gale Wings</b></a>: All Flying-type moves have their Speed Priority increased by 1 if the Pokémon's Hit Points are at maximum </td>"
662,Fletchinder,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/flamebody.shtml""><b>Flame Body</b></a>: The opponent has a 30% chance of being induced with Burn when using an attack, that requires physical contact, against this Pokémon. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/galewings.shtml""><b>Gale Wings</b></a>: All Flying-type moves have their Speed Priority increased by 1 if the Pokémon's Hit Points are at maximum </td>"
663,Talonflame,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/flamebody.shtml""><b>Flame Body</b></a>: The opponent has a 30% chance of being induced with Burn when using an attack, that requires physical contact, against this Pokémon. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/galewings.shtml""><b>Gale Wings</b></a>: All Flying-type moves have their Speed Priority increased by 1 if the Pokémon's Hit Points are at maximum </td>"
664,Scatterbug,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/shielddust.shtml""><b>Shield Dust</b></a>: Damaging moves used by the opponent will not have an additional effect. <br>
<a href=""/abilitydex/compoundeyes.shtml""><b>Compoundeyes</b></a>: Raises the Pokémon’s accuracy by 30%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/friendguard.shtml""><b>Friend Guard</b></a>: In Double &amp; Triple battles, the damage that ally Pokémon receive from attacks is reduced by 25%. </td>"
665,Spewpa,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/shedskin.shtml""><b>Shed Skin</b></a>: Every turn, it has a 1 in 3 chance of healing from a status condition (BURN, PARALYZE, SLEEP, POISON, FREEZE). <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/friendguard.shtml""><b>Friend Guard</b></a>: In Double &amp; Triple battles, the damage that ally Pokémon receive from attacks is reduced by 25%. </td>"
666,Vivillon,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/shielddust.shtml""><b>Shield Dust</b></a>: Damaging moves used by the opponent will not have an additional effect. <br>
<a href=""/abilitydex/compoundeyes.shtml""><b>Compoundeyes</b></a>: Raises the Pokémon’s accuracy by 30%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/friendguard.shtml""><b>Friend Guard</b></a>: In Double &amp; Triple battles, the damage that ally Pokémon receive from attacks is reduced by 25%. </td>"
667,Litleo,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/rivalry.shtml""><b>Rivalry</b></a>: Attack &amp; Special Attack is increased by 25% if the foe is of the same gender; Attack &amp; Special Attack is decreased by 25% if the foe is of the opposite gender. <br>
<a href=""/abilitydex/unnerve.shtml""><b>Unnerve</b></a>: The opponent Pokémon will never use their held Berry while the Pokémon is in battle. Opponents in S.O.S. Battles are more likely to call for help. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/moxie.shtml""><b>Moxie</b></a>: Attack is raised by one stage when the Pokémon knocks out another Pokémon </td>"
668,Pyroar,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/rivalry.shtml""><b>Rivalry</b></a>: Attack &amp; Special Attack is increased by 25% if the foe is of the same gender; Attack &amp; Special Attack is decreased by 25% if the foe is of the opposite gender. <br>
<a href=""/abilitydex/unnerve.shtml""><b>Unnerve</b></a>: The opponent Pokémon will never use their held Berry while the Pokémon is in battle. Opponents in S.O.S. Battles are more likely to call for help. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/moxie.shtml""><b>Moxie</b></a>: Attack is raised by one stage when the Pokémon knocks out another Pokémon </td>"
669,Flabébé,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/flowerveil.shtml""><b>Flower Veil</b></a>: Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/symbiosis.shtml""><b>Symbiosis</b></a>: Passes the Pokémon's hold item to its adjacent ally when that ally consumes its hold item </td>"
670,Floette,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/flowerveil.shtml""><b>Flower Veil</b></a>: Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/symbiosis.shtml""><b>Symbiosis</b></a>: Passes the Pokémon's hold item to its adjacent ally when that ally consumes its hold item </td>"
671,Florges,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/flowerveil.shtml""><b>Flower Veil</b></a>: Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/symbiosis.shtml""><b>Symbiosis</b></a>: Passes the Pokémon's hold item to its adjacent ally when that ally consumes its hold item </td>"
672,Skiddo,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sapsipper.shtml""><b>Sap Sipper</b></a>: Attack is raised by one stage when the Pokémon is hit by a Grass-type move. User receives no damage from Grass-type attacks. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/grasspelt.shtml""><b>Grass Pelt</b></a>: Increases Defense by 50% when battling on Grass or if the move Grassy Terrain is in effect </td>"
673,Gogoat,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sapsipper.shtml""><b>Sap Sipper</b></a>: Attack is raised by one stage when the Pokémon is hit by a Grass-type move. User receives no damage from Grass-type attacks. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/grasspelt.shtml""><b>Grass Pelt</b></a>: Increases Defense by 50% when battling on Grass or if the move Grassy Terrain is in effect </td>"
674,Pancham,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/ironfist.shtml""><b>Iron Fist</b></a>: The power of punching moves is increased by 20%. <br>
<a href=""/abilitydex/moldbreaker.shtml""><b>Mold Breaker</b></a>: The Pokémon's moves are not affected by foe’s abilities during battle <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/scrappy.shtml""><b>Scrappy</b></a>: Allows the Pokémon to hit Ghost-type Pokémon with Normal-type and Fighting-type moves. Blocks Intimidate </td>"
675,Pangoro,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/ironfist.shtml""><b>Iron Fist</b></a>: The power of punching moves is increased by 20%. <br>
<a href=""/abilitydex/moldbreaker.shtml""><b>Mold Breaker</b></a>: The Pokémon's moves are not affected by foe’s abilities during battle <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/scrappy.shtml""><b>Scrappy</b></a>: Allows the Pokémon to hit Ghost-type Pokémon with Normal-type and Fighting-type moves. Blocks Intimidate </td>"
676,Furfrou,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/furcoat.shtml""><b>Fur Coat</b></a>: Halves the damage from physical moves onto this Pokémon. </td>"
677,Espurr,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/keeneye.shtml""><b>Keen Eye</b></a>: Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent <br>
<a href=""/abilitydex/infiltrator.shtml""><b>Infiltrator</b></a>: The protections and stat boosts caused by the moves Substitute, Reflect, Light Screen and Safeguard by the opponent are ignored. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/owntempo.shtml""><b>Own Tempo</b></a>: The Pokémon cannot be Confused while having this ability. Blocks Intimidate </td>"
678,Meowstic,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/keeneye.shtml""><b>Keen Eye</b></a>: Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent <br>
<a href=""/abilitydex/infiltrator.shtml""><b>Infiltrator</b></a>: The protections and stat boosts caused by the moves Substitute, Reflect, Light Screen and Safeguard by the opponent are ignored. <br>
<b>Hidden Ability</b>: <br><a href=""/abilitydex/prankster.shtml""><b>Prankster</b> (Male)</a>: Status category moves have their Speed Priority increased by 1. Moves increased by this that are used on Dark-type opponents will fail. : <br><a href=""/abilitydex/competitive.shtml""><b>Competitive</b> (Female)</a>: Raises Sp. Atk stat by two stages whenever a stat is lowered </td>"
679,Honedge,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/noguard.shtml""><b>No Guard</b></a>: The accuracy of all moves known by this Pokémon and all Pokémon targeting this Pokémon raises to 100% </td>"
680,Doublade,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/noguard.shtml""><b>No Guard</b></a>: The accuracy of all moves known by this Pokémon and all Pokémon targeting this Pokémon raises to 100% </td>"
681,Aegislash,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/stancechange.shtml""><b>Stance Change</b></a>: The Pokémon changes its form to Blade Forme when it uses an attack move, and changes to Shield Forme when it uses King's Shield. </td>"
682,Spritzee,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/healer.shtml""><b>Healer</b></a>: At the end of the turn, there is a 30% chance of either Ally being healed from a status condition <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/aromaveil.shtml""><b>Aroma Veil</b></a>: Protects itself and its allies from attacks that limit their move choices. </td>"
683,Aromatisse,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/healer.shtml""><b>Healer</b></a>: At the end of the turn, there is a 30% chance of either Ally being healed from a status condition <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/aromaveil.shtml""><b>Aroma Veil</b></a>: Protects itself and its allies from attacks that limit their move choices. </td>"
684,Swirlix,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sweetveil.shtml""><b>Sweet Veil</b></a>: Prevents itself and ally Pokémon from falling asleep. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/unburden.shtml""><b>Unburden</b></a>: Speed is doubled once the held item is consumed. </td>"
685,Slurpuff,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sweetveil.shtml""><b>Sweet Veil</b></a>: Prevents itself and ally Pokémon from falling asleep. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/unburden.shtml""><b>Unburden</b></a>: Speed is doubled once the held item is consumed. </td>"
686,Inkay,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/contrary.shtml""><b>Contrary</b></a>: Moves used on the Pokémon that raise stats lower the stats, while the moves that lower the stats raise the stat <br>
<a href=""/abilitydex/suctioncups.shtml""><b>Suction Cups</b></a>: Negates moves that force switching out. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/infiltrator.shtml""><b>Infiltrator</b></a>: The protections and stat boosts caused by the moves Substitute, Reflect, Light Screen and Safeguard by the opponent are ignored. </td>"
687,Malamar,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/contrary.shtml""><b>Contrary</b></a>: Moves used on the Pokémon that raise stats lower the stats, while the moves that lower the stats raise the stat <br>
<a href=""/abilitydex/suctioncups.shtml""><b>Suction Cups</b></a>: Negates moves that force switching out. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/infiltrator.shtml""><b>Infiltrator</b></a>: The protections and stat boosts caused by the moves Substitute, Reflect, Light Screen and Safeguard by the opponent are ignored. </td>"
688,Binacle,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/toughclaws.shtml""><b>Tough Claws</b></a>: Increases the power of moves that make physical contact by 30% <br>
<a href=""/abilitydex/sniper.shtml""><b>Sniper</b></a>: Power of critical-hit moves is increased to 225% rather than 150%. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/pickpocket.shtml""><b>Pickpocket</b></a>: When a Pokémon makes physical contact with the Pokémon, the item of the opponent is stolen. </td>"
689,Barbaracle,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/toughclaws.shtml""><b>Tough Claws</b></a>: Increases the power of moves that make physical contact by 30% <br>
<a href=""/abilitydex/sniper.shtml""><b>Sniper</b></a>: Power of critical-hit moves is increased to 225% rather than 150%. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/pickpocket.shtml""><b>Pickpocket</b></a>: When a Pokémon makes physical contact with the Pokémon, the item of the opponent is stolen. </td>"
690,Skrelp,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/poisonpoint.shtml""><b>Poison Point</b></a>: The opponent has a 30% chance of being induced with Poison when using an attack, that requires physical contact, against this Pokémon. <br>
<a href=""/abilitydex/poisontouch.shtml""><b>Poison Touch</b></a>: When the Pokémon attacks its opponents with a move that causes Physical Contact, there is a 30% chance that the target is Poisoned. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/adaptability.shtml""><b>Adaptability</b></a>: Increases the Same Type Attack Bonus from *1.5 to *2. </td>"
691,Dragalge,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/poisonpoint.shtml""><b>Poison Point</b></a>: The opponent has a 30% chance of being induced with Poison when using an attack, that requires physical contact, against this Pokémon. <br>
<a href=""/abilitydex/poisontouch.shtml""><b>Poison Touch</b></a>: When the Pokémon attacks its opponents with a move that causes Physical Contact, there is a 30% chance that the target is Poisoned. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/adaptability.shtml""><b>Adaptability</b></a>: Increases the Same Type Attack Bonus from *1.5 to *2. </td>"
692,Clauncher,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/megalauncher.shtml""><b>Mega Launcher</b></a>: Increases the power of Aura and Pulse moves by 50% </td>"
693,Clawitzer,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/megalauncher.shtml""><b>Mega Launcher</b></a>: Increases the power of Aura and Pulse moves by 50% </td>"
694,Helioptile,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/dryskin.shtml""><b>Dry Skin</b></a>: HP is restored when hit by Water-type moves or when it is raining but also makes the Pokémon weak to Fire-type moves and reduces HP during strong sunlight. <br>
<a href=""/abilitydex/sandveil.shtml""><b>Sand Veil</b></a>: Raises the Pokémon’s evasion during a sandstorm by one level. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/solarpower.shtml""><b>Solar Power</b></a>: During sunshine, the Pokémon’s Special Attack raises to 1.5 times but HP decreases by 1/8th the maximum HP every turn. </td>"
695,Heliolisk,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/dryskin.shtml""><b>Dry Skin</b></a>: HP is restored when hit by Water-type moves or when it is raining but also makes the Pokémon weak to Fire-type moves and reduces HP during strong sunlight. <br>
<a href=""/abilitydex/sandveil.shtml""><b>Sand Veil</b></a>: Raises the Pokémon’s evasion during a sandstorm by one level. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/solarpower.shtml""><b>Solar Power</b></a>: During sunshine, the Pokémon’s Special Attack raises to 1.5 times but HP decreases by 1/8th the maximum HP every turn. </td>"
696,Tyrunt,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/strongjaw.shtml""><b>Strong Jaw</b></a>: Increases the power of biting moves by 50% <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/sturdy.shtml""><b>Sturdy</b></a>: The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves. </td>"
