web-scraper-order,web-scraper-start-url,Name,GameText,EffectDetail,DexNum,DexImage-src
"1596679877-2742","https://www.serebii.net/abilitydex/unnerve.shtml","Unnerve","Unnerves opposing Pokémon and makes them unable to eat Berries.","The opponent Pokémon will never use their held Berry while the Pokémon is in battle.","248","/pokedex-swsh/icon/248.png"
"1596679905-2868","https://www.serebii.net/abilitydex/telepathy.shtml","Telepathy","Anticipates an ally's attack and dodges it.","Prevents damage from team-mates during Double and Triple battles","280","/pokedex-swsh/icon/280.png"
"1596680029-3454","https://www.serebii.net/abilitydex/sandstream.shtml","Sand Stream","The Pokémon summons a sandstorm when it enters a battle.","Sandstorm blows when the Pokémon enters battle. As of X & Y, this lasts 5 turns.","248","/pokedex-sm/icon/248-m.png"
"1596679962-3187","https://www.serebii.net/abilitydex/soundproof.shtml","Soundproof","Soundproofing of the Pokémon itself gives full  immunity to all sound-based moves.","Unaffected by sound moves. If this Pokémon switches out with Baton Pass, Perish Song against the switched out will not be nullified.","122","/pokedex-swsh/icon/122.png"
"1596680372-4958","https://www.serebii.net/abilitydex/beastboost.shtml","Beast Boost","The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.","Increases the Pokémon's highest stat when it knocks out a Pokémon","793","/pokedex-sm/icon/793.png"
"1596680110-3806","https://www.serebii.net/abilitydex/parentalbond.shtml","Parental Bond","Parent and child each attacks.","Every move used by the Pokémon will hit twice. The damage inflicted by the second hit is reduced to 25%. If the move used is a damaging move, each hit is capable of afflicting Secondary Effects and Critical Hits","115","/pokedex-sm/icon/115-m.png"
"1596679865-2692","https://www.serebii.net/abilitydex/waterabsorb.shtml","Water Absorb","Restores HP if hit by a Water-type move, instead of taking damage.","The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves.","752","/pokedex-swsh/icon/752.png"
"1596679913-2935","https://www.serebii.net/abilitydex/synchronize.shtml","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.","When this Pokémon becomes Poisoned, Paralyzed, or Burned, so does the opponent. However, Fire-type and Water Veil ability Pokémon cannot be Burned, Poison-type and Steel-type and Immunity ability Pokémon cannot be Poisoned, and Limber ability Pokémon cannot be Paralyzed.","518","/pokedex-swsh/icon/518.png"
"1596679871-2714","https://www.serebii.net/abilitydex/vitalspirit.shtml","Vital Spirit","The Pokémon is full of vitality, and that prevents it from falling asleep.","The Pokémon cannot be Asleep while having this ability.","125","/pokedex-sm/icon/125.png"
"1596680205-4303","https://www.serebii.net/abilitydex/innerfocus.shtml","Inner Focus","The Pokémon's intensely focused, and that protects the Pokémon from flinching.","This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate","149","/pokedex-sm/icon/149.png"
"1596680177-4073","https://www.serebii.net/abilitydex/lightningrod.shtml","Lightning Rod","The Pokémon draws in all Electric-type moves.  Instead of being hit by Electric-type moves,  it boosts its Sp. Atk.","Electric-type moves are drawn to this Pokémon. Electric-type moves will do no damage and the Pokémon's SP ATK is raised one stage.","111","/pokedex-swsh/icon/111.png"
"1596680117-3875","https://www.serebii.net/abilitydex/overcoat.shtml","Overcoat","Protects the Pokémon from things like sand, hail, and powder.","Protects Pokémon from Weather Effects and Powder moves such as Sleep Powder, Poison Powder etc.","541","/pokedex-sm/icon/541.png"
"1596680189-4199","https://www.serebii.net/abilitydex/keeneye.shtml","Keen Eye","Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.","Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent","627","/pokedex-swsh/icon/627.png"
"1596680049-3593","https://www.serebii.net/abilitydex/regenerator.shtml","Regenerator","Restores a little HP when withdrawn from battle.","When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored","748","/pokedex-swsh/icon/748.png"
"1596680142-3972","https://www.serebii.net/abilitydex/moldbreaker.shtml","Mold Breaker","Moves can be used on the target regardless of its Abilities.","The Pokémon's moves are not affected by foe’s abilities during battle","409","/pokedex-sm/icon/409.png"
"1596680117-3870","https://www.serebii.net/abilitydex/overcoat.shtml","Overcoat","Protects the Pokémon from things like sand, hail, and powder.","Protects Pokémon from Weather Effects and Powder moves such as Sleep Powder, Poison Powder etc.","412","/pokedex-sm/icon/412.png"
"1596679878-2749","https://www.serebii.net/abilitydex/unburden.shtml","Unburden","Boosts the Speed stat if the Pokémon's held item is  used or lost.","Speed is doubled once the held item is consumed.","425","/pokedex-swsh/icon/425.png"
"1596679947-3151","https://www.serebii.net/abilitydex/static.shtml","Static","The Pokémon is charged with static electricity, so contact with it may cause paralysis.","The opponent has a 30% chance of being induced with PARALYZE when using an attack, that requires physical contact, against this Pokémon.","180","/pokedex-sm/icon/180.png"
"1596680230-4431","https://www.serebii.net/abilitydex/hustle.shtml","Hustle","Boosts the Attack stat, but lowers accuracy.","Damage from physical attacks is increased by 50%, but average accuracy is only 80%.","175","/pokedex-swsh/icon/175.png"
"1596680223-4393","https://www.serebii.net/abilitydex/icebody.shtml","Ice Body","The Pokémon gradually regains HP in a hailstorm.","HP is restored by 1/16th of maximum HP when its hailing.","866","/pokedex-swsh/icon/866.png"
"1596680402-5055","https://www.serebii.net/abilitydex/adaptability.shtml","Adaptability","Powers up moves of the same type as the Pokémon.","Increases the Same Type Attack Bonus from *1.5 to *2.","690","/pokedex-swsh/icon/690.png"
"1596680059-3629","https://www.serebii.net/abilitydex/raindish.shtml","Rain Dish","The Pokémon gradually regains HP in rain.","If Heavy Rain weather is in effect, recovers 1/16th max Hit Points at the end of the turn.","7","/pokedex-swsh/icon/007.png"
"1596680045-3564","https://www.serebii.net/abilitydex/rivalry.shtml","Rivalry","Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.","Attack & Special Attack is increased by 25% if the foe is of the same gender; Attack & Special Attack is decreased by 25% if the foe is of the opposite gender.","521","/pokedex-swsh/icon/521.png"
"1596680057-3614","https://www.serebii.net/abilitydex/rattled.shtml","Rattled","Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.","Speed is raised by one stage when the Pokémon is hit by a Bug-type, Ghost-type or Dark-type move or is Intimidated","129","/pokedex-swsh/icon/129.png"
"1596680177-4077","https://www.serebii.net/abilitydex/lightningrod.shtml","Lightning Rod","The Pokémon draws in all Electric-type moves.  Instead of being hit by Electric-type moves,  it boosts its Sp. Atk.","Electric-type moves are drawn to this Pokémon. Electric-type moves will do no damage and the Pokémon's SP ATK is raised one stage.","310","/pokedex-swsh/icon/310.png"
"1596680041-3524","https://www.serebii.net/abilitydex/rockhead.shtml","Rock Head","Protects the Pokémon from recoil damage.","Does not receive recoil damage from recoil-causing damages.","74","/pokedex-sm/icon/074.png"
"1596679917-2963","https://www.serebii.net/abilitydex/swiftswim.shtml","Swift Swim","Boosts the Pokémon's Speed stat in rain.","When rainy, The Pokémon’s Speed doubles.","368","/pokedex-sm/icon/368.png"
"1596680118-3890","https://www.serebii.net/abilitydex/oblivious.shtml","Oblivious","The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.","The Pokémon cannot be under the Attract condition, Intimidated, or be taunted, while having this ability.","314","/pokedex-sm/icon/314.png"
"1596680364-4906","https://www.serebii.net/abilitydex/bulletproof.shtml","Bulletproof","Protects the Pokémon from some ball and bomb moves.","null","782","/pokedex-swsh/icon/782.png"
"1596679857-2660","https://www.serebii.net/abilitydex/waterveil.shtml","Water Veil","The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.","This Pokémon cannot be Burned while having this ability.","456","/pokedex-sm/icon/456.png"
"1596680142-3968","https://www.serebii.net/abilitydex/moldbreaker.shtml","Mold Breaker","Moves can be used on the target regardless of its Abilities.","The Pokémon's moves are not affected by foe’s abilities during battle","127","/pokedex-swsh/icon/127.png"
"1596680360-4871","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","102","/pokedex-swsh/icon/102.png"
"1596680189-4210","https://www.serebii.net/abilitydex/keeneye.shtml","Keen Eye","Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.","Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent","821","/pokedex-swsh/icon/821.png"
"1596680324-4738","https://www.serebii.net/abilitydex/defiant.shtml","Defiant","Boosts the Pokémon's Attack stat sharply when its stats are lowered.","Attack is raised by two stages when the Pokémon has its stats lowered. Doesn't work on self inflicted stat drops or drops from allies","432","/pokedex-sm/icon/432.png"
"1596679992-3295","https://www.serebii.net/abilitydex/shellarmor.shtml","Shell Armor","A hard shell protects the Pokémon from critical hits.","Opponent’s moves cannot Critical Hit.","99","/pokedex-swsh/icon/099.png"
"1596680035-3478","https://www.serebii.net/abilitydex/sandforce.shtml","Sand Force","Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.","Ground-type, Rock-type & Steel-type moves have their power increased by 33% in a Sandstorm","51","/pokedex-swsh/icon/051-a.png"
"1596680082-3676","https://www.serebii.net/abilitydex/pressure.shtml","Pressure","By putting pressure on the opposing Pokémon, it raises their PP usage.","When this Pokémon is hit by a move, the opponent’s PP lowers by 2 rather than 1.","146","/pokedex-sm/icon/146.png"
"1596679992-3293","https://www.serebii.net/abilitydex/shellarmor.shtml","Shell Armor","A hard shell protects the Pokémon from critical hits.","Opponent’s moves cannot Critical Hit.","91","/pokedex-swsh/icon/091.png"
"1596680264-4531","https://www.serebii.net/abilitydex/gluttony.shtml","Gluttony","Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.","The Pokémon will use a berry when its Hit Points are below 50%.","19","/pokedex-sm/icon/019-a.png"
"1596680306-4694","https://www.serebii.net/abilitydex/earlybird.shtml","Early Bird","The Pokémon awakens twice as fast as other Pokémon from sleep.","Sleep conditions lasts for half as long, rounding down. For example, half of three turns is 1.5, which rounds down to one turn. When the number of turns to sleep is one, half of this rounded down is zero, and the Pokémon wakes up instantly.","115","/pokedex-swsh/icon/115.png"
"1596679877-2740","https://www.serebii.net/abilitydex/unnerve.shtml","Unnerve","Unnerves opposing Pokémon and makes them unable to eat Berries.","The opponent Pokémon will never use their held Berry while the Pokémon is in battle.","228","/pokedex-sm/icon/228.png"
"1596680094-3746","https://www.serebii.net/abilitydex/poisonpoint.shtml","Poison Point","Contact with the Pokémon may poison the attacker.","The opponent has a 30% chance of being induced with Poison when using an attack, that requires physical contact, against this Pokémon.","315","/pokedex-swsh/icon/315.png"
"1596680300-4678","https://www.serebii.net/abilitydex/emergencyexit.shtml","Emergency Exit","The Pokémon, sensing danger, switches out when its HP becomes half or less.","When the Pokémon's Hit Points hit 50% or less, the Pokémon will switch out. Works once per battle. The Pokémon will not switch out if it drops below 50% due to Confusion, Weather, use of Substitute or when the damage inflicted is by a Pokémon with the Sheer Force ability. It will not activate if health is brought back up above 50% due to a hold item","768","/pokedex-swsh/icon/768.png"
"1596680223-4387","https://www.serebii.net/abilitydex/icebody.shtml","Ice Body","The Pokémon gradually regains HP in a hailstorm.","HP is restored by 1/16th of maximum HP when its hailing.","883","/pokedex-swsh/icon/883.png"
"1596680360-4891","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","556","/pokedex-swsh/icon/556.png"
"1596680334-4752","https://www.serebii.net/abilitydex/dancer.shtml","Dancer","When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.","null","741","/pokedex-sm/icon/741.png"
"1596680199-4248","https://www.serebii.net/abilitydex/intrepidsword.shtml","Intrepid Sword","Boosts the Pokémon's Attack stat when the Pokémon enters a battle.","null","888","/pokedex-swsh/icon/888-c.png"
"1596679907-2889","https://www.serebii.net/abilitydex/technician.shtml","Technician","Powers up the Pokémon's weaker moves.","Moves with a base power of 60 or less are boosted in power by 50%","52","/pokedex-swsh/icon/052.png"
"1596680035-3479","https://www.serebii.net/abilitydex/sandforce.shtml","Sand Force","Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.","Ground-type, Rock-type & Steel-type moves have their power increased by 33% in a Sandstorm","299","/pokedex-sm/icon/299.png"
"1596680187-4172","https://www.serebii.net/abilitydex/klutz.shtml","Klutz","The Pokémon can't use any held items.","The Pokémon cannot receive any effect of hold items except those that affect experience such as Exp.Share or Macho Brace.","623","/pokedex-swsh/icon/623.png"
"1596680286-4623","https://www.serebii.net/abilitydex/flowerveil.shtml","Flower Veil","Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.","null","671","/pokedex-sm/icon/671.png"
"1596680306-4696","https://www.serebii.net/abilitydex/earlybird.shtml","Early Bird","The Pokémon awakens twice as fast as other Pokémon from sleep.","Sleep conditions lasts for half as long, rounding down. For example, half of three turns is 1.5, which rounds down to one turn. When the number of turns to sleep is one, half of this rounded down is zero, and the Pokémon wakes up instantly.","166","/pokedex-sm/icon/166.png"
"1596680198-4243","https://www.serebii.net/abilitydex/ironbarbs.shtml","Iron Barbs","Inflicts damage to the attacker on contact with iron barbs.","If physical contact is made on this Pokémon, the opponent will receive damage equal to 1/8th of its maximum HP.","597","/pokedex-swsh/icon/597.png"
"1596679897-2809","https://www.serebii.net/abilitydex/torrent.shtml","Torrent","Powers up Water-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%.","501","/pokedex-sm/icon/501.png"
"1596679891-2784","https://www.serebii.net/abilitydex/trace.shtml","Trace","When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.","Ability becomes the same as that of the opponent. Switching this Pokémon out of battle restores its original ability. In a Double/Triple Battle, a random opponent’s ability will be copied.","281","/pokedex-swsh/icon/281.png"
"1596679931-3087","https://www.serebii.net/abilitydex/strongjaw.shtml","Strong Jaw","The Pokémon's strong jaw boosts the power of its biting moves.","Increases the power of biting moves by 50%","697","/pokedex-sm/icon/697.png"
"1596679930-3079","https://www.serebii.net/abilitydex/sturdy.shtml","Sturdy","It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.","The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves.","377","/pokedex-sm/icon/377.png"
"1596680164-4029","https://www.serebii.net/abilitydex/magicguard.shtml","Magic Guard","The Pokémon only takes damage from attacks.","Prevents all damage except from direct-attack moves.","561","/pokedex-swsh/icon/561.png"
"1596680231-4453","https://www.serebii.net/abilitydex/hungerswitch.shtml","Hunger Switch","The Pokémon changes its form, alternating between its Full Belly Mode and Hangry Mode after the end of each turn.","null","877","/pokedex-swsh/icon/877.png"
"1596679927-3041","https://www.serebii.net/abilitydex/suctioncups.shtml","Suction Cups","This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.","Negates moves that force switching out.","346","/pokedex-sm/icon/346.png"
"1596680067-3653","https://www.serebii.net/abilitydex/purepower.shtml","Pure Power","Using its pure power, the Pokémon doubles its Attack stat.","The Pokémon’s Attack stat is doubled in battle while having this ability.","307","/pokedex-sm/icon/307.png"
"1596679880-2767","https://www.serebii.net/abilitydex/unaware.shtml","Unaware","When attacking, the Pokémon ignores the target Pokémon's stat changes.","Foe’s stat modifications are ignored.","789","/pokedex-swsh/icon/789.png"
"1596679901-2843","https://www.serebii.net/abilitydex/thickfat.shtml","Thick Fat","The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.","Fire and Ice-type moves deal 50% damage.","297","/pokedex-sm/icon/297.png"
"1596680278-4604","https://www.serebii.net/abilitydex/friendguard.shtml","Friend Guard","Reduces damage done to allies.","In Double & Triple battles, the damage that ally Pokémon receive from attacks is reduced by 25%.","174","/pokedex-swsh/icon/174.png"
"1596680142-3981","https://www.serebii.net/abilitydex/moldbreaker.shtml","Mold Breaker","Moves can be used on the target regardless of its Abilities.","The Pokémon's moves are not affected by foe’s abilities during battle","539","/pokedex-swsh/icon/539.png"
"1596680336-4760","https://www.serebii.net/abilitydex/damp.shtml","Damp","Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.","Explosion, Selfdestruct, Mind Blown & Misty Explosion will not work while the Pokémon is on the field.","55","/pokedex-swsh/icon/055.png"
"1596680117-3868","https://www.serebii.net/abilitydex/overcoat.shtml","Overcoat","Protects the Pokémon from things like sand, hail, and powder.","Protects Pokémon from Weather Effects and Powder moves such as Sleep Powder, Poison Powder etc.","205","/pokedex-sm/icon/205.png"
"1596679897-2805","https://www.serebii.net/abilitydex/torrent.shtml","Torrent","Powers up Water-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%.","260","/pokedex-sm/icon/260.png"
"1596679905-2878","https://www.serebii.net/abilitydex/telepathy.shtml","Telepathy","Anticipates an ally's attack and dodges it.","Prevents damage from team-mates during Double and Triple battles","518","/pokedex-swsh/icon/518.png"
"1596680041-3530","https://www.serebii.net/abilitydex/rockhead.shtml","Rock Head","Protects the Pokémon from recoil damage.","Does not receive recoil damage from recoil-causing damages.","111","/pokedex-swsh/icon/111.png"
"1596680201-4257","https://www.serebii.net/abilitydex/intimidate.shtml","Intimidate","The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.","Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.","234","/pokedex-sm/icon/234.png"
"1596680059-3630","https://www.serebii.net/abilitydex/raindish.shtml","Rain Dish","The Pokémon gradually regains HP in rain.","If Heavy Rain weather is in effect, recovers 1/16th max Hit Points at the end of the turn.","8","/pokedex-swsh/icon/008.png"
"1596679972-3227","https://www.serebii.net/abilitydex/snowcloak.shtml","Snow Cloak","Boosts evasion in a hailstorm.","Raises the Pokémon’s evasion during a hailstorm by one level.","220","/pokedex-swsh/icon/220.png"
"1596680132-3941","https://www.serebii.net/abilitydex/multitype.shtml","Multitype","Changes the Pokémon's type to match the Plate or Z-Crystal it holds.","null","493","/pokedex-sm/icon/493.png"
"1596680205-4308","https://www.serebii.net/abilitydex/innerfocus.shtml","Inner Focus","The Pokémon's intensely focused, and that protects the Pokémon from flinching.","This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate","362","/pokedex-swsh/icon/362.png"
"1596680041-3534","https://www.serebii.net/abilitydex/rockhead.shtml","Rock Head","Protects the Pokémon from recoil damage.","Does not receive recoil damage from recoil-causing damages.","208","/pokedex-swsh/icon/208.png"
"1596680189-4179","https://www.serebii.net/abilitydex/keeneye.shtml","Keen Eye","Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.","Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent","18","/pokedex-sm/icon/018.png"
"1596680148-3993","https://www.serebii.net/abilitydex/minus.shtml","Minus","Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.","When battling with Plus or Minus, Special Attack increases by 50%.","601","/pokedex-swsh/icon/601.png"
"1596680346-4814","https://www.serebii.net/abilitydex/contrary.shtml","Contrary","Makes stat changes have an opposite effect.","Moves used on the Pokémon that raise stats lower the stats, while the moves that lower the stats raise the stat","495","/pokedex-sm/icon/495.png"
"1596680340-4794","https://www.serebii.net/abilitydex/cursedbody.shtml","Cursed Body","May disable a move used on the Pokémon.","When a move hits the Pokémon, that move has a 30% chance of getting disabled","592","/pokedex-swsh/icon/592.png"
"1596679901-2844","https://www.serebii.net/abilitydex/thickfat.shtml","Thick Fat","The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.","Fire and Ice-type moves deal 50% damage.","298","/pokedex-swsh/icon/298.png"
"1596680391-5005","https://www.serebii.net/abilitydex/anticipation.shtml","Anticipation","The Pokémon can sense an opposing Pokémon's dangerous moves.","Warns when the foe knows 1-hit KO or super-effective moves.","858","/pokedex-swsh/icon/858.png"
"1596680263-4528","https://www.serebii.net/abilitydex/gooey.shtml","Gooey","Contact with the Pokémon lowers the attacker's Speed stat.","Lowers the opponent's Speed by one stage when it makes physical contact.","704","/pokedex-swsh/icon/704.png"
"1596679871-2720","https://www.serebii.net/abilitydex/vitalspirit.shtml","Vital Spirit","The Pokémon is full of vitality, and that prevents it from falling asleep.","The Pokémon cannot be Asleep while having this ability.","467","/pokedex-sm/icon/467.png"
"1596680024-3406","https://www.serebii.net/abilitydex/schooling.shtml","Schooling","When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low.","Changes the Pokémon's form when it is Level 20 and has more than 25% Hit Points. When Hit Points drop below 25%, it changes back to Solo Form","746","/pokedex-swsh/icon/746.png"
"1596680142-3984","https://www.serebii.net/abilitydex/moldbreaker.shtml","Mold Breaker","Moves can be used on the target regardless of its Abilities.","The Pokémon's moves are not affected by foe’s abilities during battle","621","/pokedex-swsh/icon/621.png"
"1596679972-3233","https://www.serebii.net/abilitydex/snowcloak.shtml","Snow Cloak","Boosts evasion in a hailstorm.","Raises the Pokémon’s evasion during a hailstorm by one level.","583","/pokedex-swsh/icon/583.png"
"1596680249-4485","https://www.serebii.net/abilitydex/healer.shtml","Healer","Sometimes heals an ally's status condition.","At the end of the turn, there is a 30% chance of either Ally being healed from a status condition","858","/pokedex-swsh/icon/858-gi.png"
"1596680033-3469","https://www.serebii.net/abilitydex/sandrush.shtml","Sand Rush","Boosts the Pokémon's Speed stat in a sandstorm.","Speed is doubled within a sandstorm","882","/pokedex-swsh/icon/882.png"
"1596680170-4051","https://www.serebii.net/abilitydex/liquidvoice.shtml","Liquid Voice","All sound-based moves become Water-type moves.","null","730","/pokedex-swsh/icon/730.png"
"1596680191-4221","https://www.serebii.net/abilitydex/justified.shtml","Justified","Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.","Attack is raised by one stage when the Pokémon is hit by a Dark-type move","58","/pokedex-swsh/icon/058.png"
"1596679915-2944","https://www.serebii.net/abilitydex/symbiosis.shtml","Symbiosis","The Pokémon passes its item to an ally that has used up an item.","Passes the Pokémon's hold item to its adjacent ally when that ally consumes its hold item","765","/pokedex-swsh/icon/765.png"
"1596680014-3390","https://www.serebii.net/abilitydex/serenegrace.shtml","Serene Grace","Boosts the likelihood of additional effects occurring  when attacking.","The chances of a move having a secondary effect is doubled.","648","/pokedex-sm/icon/648-p.png"
"1596680166-4038","https://www.serebii.net/abilitydex/magicbounce.shtml","Magic Bounce","Reflects status moves, instead of getting hit by them.","Reflects non-attacking moves used on the Pokémon back to the attacking Pokémon","719","/pokedex-sm/icon/719-m.png"
"1596680385-4986","https://www.serebii.net/abilitydex/aurabreak.shtml","Aura Break","The effects of â€œAuraâ€ Abilities are reversed to lower the power of affected moves.","null","718","/pokedex-sm/icon/718-10.png"
"1596680037-3508","https://www.serebii.net/abilitydex/runaway.shtml","Run Away","Enables a sure getaway from wild Pokémon.","Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability.","828","/pokedex-swsh/icon/828.png"
"1596680358-4860","https://www.serebii.net/abilitydex/clearbody.shtml","Clear Body","Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.","Opponents’ moves which lower this Pokémon’s stats have no effect. However this Pokémon may lower its own stats with its own moves.","886","/pokedex-swsh/icon/886.png"
"1596680286-4620","https://www.serebii.net/abilitydex/flowerveil.shtml","Flower Veil","Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.","null","669","/pokedex-sm/icon/669.png"
"1596680142-3982","https://www.serebii.net/abilitydex/moldbreaker.shtml","Mold Breaker","Moves can be used on the target regardless of its Abilities.","The Pokémon's moves are not affected by foe’s abilities during battle","550","/pokedex-swsh/icon/550.png"
"1596680093-3737","https://www.serebii.net/abilitydex/poisontouch.shtml","Poison Touch","May poison a target when the Pokémon makes contact.","When the Pokémon attacks its opponents with a move that causes Physical Contact, there is a 30% chance that the target is Poisoned.","454","/pokedex-swsh/icon/454.png"
"1596679935-3106","https://www.serebii.net/abilitydex/stickyhold.shtml","Sticky Hold","Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.","This Pokémon’s item cannot be taken.","317","/pokedex-sm/icon/317.png"
"1596680338-4781","https://www.serebii.net/abilitydex/cutecharm.shtml","Cute Charm","Contact with the Pokémon may cause infatuation.","The opponent has a 30% chance of being induced with Attract when using an attack, that requires physical contact, against this Pokémon.","173","/pokedex-swsh/icon/173.png"
"1596680117-3879","https://www.serebii.net/abilitydex/overcoat.shtml","Overcoat","Protects the Pokémon from things like sand, hail, and powder.","Protects Pokémon from Weather Effects and Powder moves such as Sleep Powder, Poison Powder etc.","782","/pokedex-swsh/icon/782.png"
"1596679917-2971","https://www.serebii.net/abilitydex/swiftswim.shtml","Swift Swim","Boosts the Pokémon's Speed stat in rain.","When rainy, The Pokémon’s Speed doubles.","535","/pokedex-swsh/icon/535.png"
"1596680037-3496","https://www.serebii.net/abilitydex/runaway.shtml","Run Away","Enables a sure getaway from wild Pokémon.","Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability.","133","/pokedex-swsh/icon/133.png"
"1596679917-2961","https://www.serebii.net/abilitydex/swiftswim.shtml","Swift Swim","Boosts the Pokémon's Speed stat in rain.","When rainy, The Pokémon’s Speed doubles.","349","/pokedex-swsh/icon/349.png"
"1596679974-3244","https://www.serebii.net/abilitydex/sniper.shtml","Sniper","Powers up moves if they become critical hits when attacking.","Power of critical-hit moves is increased to 225% rather than 150%.","688","/pokedex-swsh/icon/688.png"
"1596679980-3271","https://www.serebii.net/abilitydex/skilllink.shtml","Skill Link","Maximizes the number of times multi-strike moves hit.","Moves that attack 2-5 times always hit 5 times.","573","/pokedex-swsh/icon/573.png"
"1596680391-4996","https://www.serebii.net/abilitydex/anticipation.shtml","Anticipation","The Pokémon can sense an opposing Pokémon's dangerous moves.","Warns when the foe knows 1-hit KO or super-effective moves.","339","/pokedex-swsh/icon/339.png"
"1596680402-5045","https://www.serebii.net/abilitydex/adaptability.shtml","Adaptability","Powers up moves of the same type as the Pokémon.","Increases the Same Type Attack Bonus from *1.5 to *2.","15","/pokedex-sm/icon/015-m.png"
"1596680201-4277","https://www.serebii.net/abilitydex/intimidate.shtml","Intimidate","The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.","Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.","560","/pokedex-swsh/icon/560.png"
"1596680069-3655","https://www.serebii.net/abilitydex/punkrock.shtml","Punk Rock","Boosts the power of sound-based moves. The Pokémon also takes half the damage from these kinds of moves.","Increases the damage of Sound based moves by 30%. Reduces damage taken by this Pokémon by Sound based moves by 50%.","849","/pokedex-swsh/icon/849.png"
"1596679994-3330","https://www.serebii.net/abilitydex/sheerforce.shtml","Sheer Force","Removes additional effects to increase the power of moves when attacking.","Moves with a secondary effect are increased in power by 30% but lose their secondary effect","879","/pokedex-swsh/icon/879-gi.png"
"1596680358-4855","https://www.serebii.net/abilitydex/clearbody.shtml","Clear Body","Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.","Opponents’ moves which lower this Pokémon’s stats have no effect. However this Pokémon may lower its own stats with its own moves.","378","/pokedex-sm/icon/378.png"
