web-scraper-order,web-scraper-start-url,PrimaryType,SecondaryType,DexNum,Name,Form,FormPrimaryType,FormSecondaryType
"1596754676-5762","https://www.serebii.net/pokedex-sm/402.shtml","Bug-type","null","402","Kricketune","","",""
"1596753869-5338","https://www.serebii.net/pokedex-sm/805.shtml","Rock-type","Steel-type","805","Stakataka","","",""
"1596754372-5601","https://www.serebii.net/pokedex-swsh/darumaka","Fire-type","null","554","Darumaka","Normal","Fire-type","null"
"1596753728-5268","https://www.serebii.net/pokedex-swsh/eiscue","Ice-type","null","875","Eiscue","","",""
"1596754019-5418","https://www.serebii.net/pokedex-swsh/primarina","Water-type","Fairy-type","730","Primarina","","",""
"1596753857-5332","https://www.serebii.net/pokedex-swsh/thwackey","Grass-type","null","811","Thwackey","","",""
"1596753933-5372","https://www.serebii.net/pokedex-swsh/silvally","Normal-type","null","773","Silvally","","",""
"1596754163-5491","https://www.serebii.net/pokedex-sm/658.shtml","Water-type","Dark-type","658","Greninja","","",""
"1596754616-5730","https://www.serebii.net/pokedex-sm/432.shtml","Normal-type","null","432","Purugly","","",""
"1596754370-5597","https://www.serebii.net/pokedex-swsh/darmanitan","Fire-type","Psychic-type","555","Darmanitan","Normal","Fire-type","null"
"1596753937-5374","https://www.serebii.net/pokedex-swsh/pyukumuku","Water-type","null","771","Pyukumuku","","",""
"1596754077-5448","https://www.serebii.net/pokedex-swsh/hawlucha","Fighting-type","Flying-type","701","Hawlucha","","",""
"1596754861-5857","https://www.serebii.net/pokedex-swsh/manectric","Electric-type","null","310","Manectric","","",""
"1596754404-5618","https://www.serebii.net/pokedex-swsh/throh","Fighting-type","null","538","Throh","","",""
"1596755408-6152","https://www.serebii.net/pokedex-swsh/ninetales","Fire-type","Fairy-type","38","Ninetales","Alolan","Ice-type","Fairy-type"
"1596753989-5400","https://www.serebii.net/pokedex-swsh/lycanroc","Rock-type","null","745","Lycanroc","","",""
"1596755273-6068","https://www.serebii.net/pokedex-swsh/marowak","Ground-type","Ghost-type","105","Marowak","Alolan","Fire-type","Ghost-type"
"1596754626-5735","https://www.serebii.net/pokedex-swsh/buneary","Normal-type","null","427","Buneary","","",""
"1596755248-6054","https://www.serebii.net/pokedex-swsh/seadra","Water-type","null","117","Seadra","","",""
"1596754532-5688","https://www.serebii.net/pokedex-swsh/porygon-z","Normal-type","null","474","Porygon-Z","","",""
"1596754155-5487","https://www.serebii.net/pokedex-swsh/fletchinder","Fire-type","Flying-type","662","Fletchinder","","",""
"1596754376-5604","https://www.serebii.net/pokedex-swsh/krokorok","Ground-type","Dark-type","552","Krokorok","","",""
"1596755196-6027","https://www.serebii.net/pokedex-swsh/snorlax","Normal-type","null","143","Snorlax","","",""
"1596754903-5878","https://www.serebii.net/pokedex-sm/289.shtml","Normal-type","null","289","Slaking","","",""
"1596755308-6087","https://www.serebii.net/pokedex-sm/088.shtml","Poison-type","Dark-type","88","Grimer","Normal","Poison-type","null"
"1596753795-5301","https://www.serebii.net/pokedex-swsh/appletun","Grass-type","Dragon-type","842","Appletun","","",""
"1596754522-5679","https://www.serebii.net/pokedex-swsh/rotom","Electric-type","Ghost-type","479","Rotom","Frost Rotom","Electric-type","Ice-type"
"1596755392-6143","https://www.serebii.net/pokedex-sm/046.shtml","Bug-type","Grass-type","46","Paras","","",""
"1596754360-5592","https://www.serebii.net/pokedex-swsh/scrafty","Dark-type","Fighting-type","560","Scrafty","","",""
"1596753762-5285","https://www.serebii.net/pokedex-swsh/hatterene","Psychic-type","Fairy-type","858","Hatterene","","",""
"1596755428-6164","https://www.serebii.net/pokedex-swsh/sandslash","Ground-type","Steel-type","28","Sandslash","Alolan","Ice-type","Steel-type"
"1596754880-5866","https://www.serebii.net/pokedex-sm/301.shtml","Normal-type","null","301","Delcatty","","",""
"1596754193-5507","https://www.serebii.net/pokedex-swsh/reshiram","Dragon-type","Fire-type","643","Reshiram","","",""
"1596753861-5334","https://www.serebii.net/pokedex-swsh/melmetal","Steel-type","null","809","Melmetal","","",""
"1596755006-5931","https://www.serebii.net/pokedex-sm/238.shtml","Ice-type","Psychic-type","238","Smoochum","","",""
"1596755317-6094","https://www.serebii.net/pokedex-swsh/farfetch'd","Normal-type","Flying-type","83","Farfetch'd","Galarian","Fighting-type","null"
"1596755466-6186","https://www.serebii.net/pokedex-swsh/caterpie","Bug-type","null","10","Caterpie","","",""
"1596755044-5951","https://www.serebii.net/pokedex-sm/219.shtml","Fire-type","Rock-type","219","Magcargo","","",""
"1596754796-5825","https://www.serebii.net/pokedex-swsh/crawdaunt","Water-type","Dark-type","342","Crawdaunt","","",""
"1596753909-5360","https://www.serebii.net/pokedex-sm/785.shtml","Electric-type","Fairy-type","785","Tapu Koko","","",""
"1596754176-5497","https://www.serebii.net/pokedex-sm/652.shtml","Grass-type","Fighting-type","652","Chesnaught","","",""
"1596753767-5287","https://www.serebii.net/pokedex-swsh/hatenna","Psychic-type","null","856","Hatenna","","",""
"1596755102-5980","https://www.serebii.net/pokedex-sm/190.shtml","Normal-type","null","190","Aipom","","",""
"1596754748-5798","https://www.serebii.net/pokedex-sm/366.shtml","Water-type","null","366","Clamperl","","",""
"1596754075-5447","https://www.serebii.net/pokedex-swsh/dedenne","Electric-type","Fairy-type","702","Dedenne","","",""
"1596754870-5861","https://www.serebii.net/pokedex-sm/306.shtml","Steel-type","Rock-type","306","Aggron","","",""
"1596754856-5854","https://www.serebii.net/pokedex-sm/313.shtml","Bug-type","null","313","Volbeat","","",""
"1596754790-5822","https://www.serebii.net/pokedex-sm/345.shtml","Rock-type","Grass-type","345","Lileep","","",""
"1596755162-6010","https://www.serebii.net/pokedex-sm/160.shtml","Water-type","null","160","Feraligatr","","",""
"1596753879-5343","https://www.serebii.net/pokedex-swsh/necrozma","Psychic-type","Steel-type","800","Necrozma","Normal","Psychic-type","null"
"1596754520-5677","https://www.serebii.net/pokedex-sm/480.shtml","Psychic-type","null","480","Uxie","","",""
"1596754368-5596","https://www.serebii.net/pokedex-swsh/maractus","Grass-type","null","556","Maractus","","",""
"1596755030-5943","https://www.serebii.net/pokedex-swsh/mantine","Water-type","Flying-type","226","Mantine","","",""
"1596754476-5654","https://www.serebii.net/pokedex-sm/502.shtml","Water-type","null","502","Dewott","","",""
"1596754306-5564","https://www.serebii.net/pokedex-swsh/emolga","Electric-type","Flying-type","587","Emolga","","",""
"1596753815-5311","https://www.serebii.net/pokedex-swsh/dubwool","Normal-type","null","832","Dubwool","","",""
"1596755180-6019","https://www.serebii.net/pokedex-swsh/mew","Psychic-type","null","151","Mew","","",""
"1596754033-5425","https://www.serebii.net/pokedex-swsh/dartrix","Grass-type","Flying-type","723","Dartrix","","",""
"1596754688-5768","https://www.serebii.net/pokedex-sm/396.shtml","Normal-type","Flying-type","396","Starly","","",""
"1596753785-5296","https://www.serebii.net/pokedex-swsh/barraskewda","Water-type","null","847","Barraskewda","","",""
"1596754324-5573","https://www.serebii.net/pokedex-swsh/duosion","Psychic-type","null","578","Duosion","","",""
"1596755188-6023","https://www.serebii.net/pokedex-sm/147.shtml","Dragon-type","null","147","Dratini","","",""
"1596754670-5759","https://www.serebii.net/pokedex-swsh/luxray","Electric-type","null","405","Luxray","","",""
"1596755367-6126","https://www.serebii.net/pokedex-swsh/growlithe","Fire-type","null","58","Growlithe","","",""
"1596754147-5483","https://www.serebii.net/pokedex-sm/666.shtml","Bug-type","Flying-type","666","Vivillon","","",""
"1596755224-6041","https://www.serebii.net/pokedex-swsh/magikarp","Water-type","null","129","Magikarp","","",""
"1596753779-5293","https://www.serebii.net/pokedex-swsh/sizzlipede","Fire-type","Bug-type","850","Sizzlipede","","",""
"1596754664-5756","https://www.serebii.net/pokedex-sm/408.shtml","Rock-type","null","408","Cranidos","","",""
"1596755182-6020","https://www.serebii.net/pokedex-swsh/mewtwo","Psychic-type","null","150","Mewtwo","","",""
"1596754244-5533","https://www.serebii.net/pokedex-swsh/stunfisk","Ground-type","Electric-type","618","Stunfisk","Galarian","Ground-type","Steel-type"
"1596755277-6070","https://www.serebii.net/pokedex-swsh/exeggutor","Grass-type","Psychic-type","103","Exeggutor","Normal","Grass-type","Psychic-type"
"1596753845-5326","https://www.serebii.net/pokedex-swsh/drizzile","Water-type","null","817","Drizzile","","",""
"1596755314-6091","https://www.serebii.net/pokedex-sm/085.shtml","Normal-type","Flying-type","85","Dodrio","","",""
"1596754115-5467","https://www.serebii.net/pokedex-swsh/spritzee","Fairy-type","null","682","Spritzee","","",""
"1596754674-5761","https://www.serebii.net/pokedex-swsh/shinx","Electric-type","null","403","Shinx","","",""
"1596753702-5254","https://www.serebii.net/pokedex-swsh/zacian","Fairy-type","Steel-type","888","Zacian","Hero of Many Battles","Fairy-type","null"
"1596755168-6013","https://www.serebii.net/pokedex-sm/157.shtml","Fire-type","null","157","Typhlosion","","",""
"1596754238-5529","https://www.serebii.net/pokedex-swsh/druddigon","Dragon-type","null","621","Druddigon","","",""
"1596753821-5314","https://www.serebii.net/pokedex-swsh/gossifleur","Grass-type","null","829","Gossifleur","","",""
"1596754760-5804","https://www.serebii.net/pokedex-swsh/wynaut","Psychic-type","null","360","Wynaut","","",""
"1596755440-6172","https://www.serebii.net/pokedex-sm/022.shtml","Normal-type","Flying-type","22","Fearow","","",""
"1596754384-5608","https://www.serebii.net/pokedex-swsh/petilil","Grass-type","null","548","Petilil","","",""
"1596754915-5884","https://www.serebii.net/pokedex-sm/283.shtml","Bug-type","Water-type","283","Surskit","","",""
"1596754332-5577","https://www.serebii.net/pokedex-swsh/gothita","Psychic-type","null","574","Gothita","","",""
"1596753750-5279","https://www.serebii.net/pokedex-swsh/cursola","Ghost-type","null","864","Cursola","","",""
"1596755078-5968","https://www.serebii.net/pokedex-swsh/wobbuffet","Psychic-type","null","202","Wobbuffet","","",""
"1596754454-5643","https://www.serebii.net/pokedex-sm/513.shtml","Fire-type","null","513","Pansear","","",""
"1596754490-5661","https://www.serebii.net/pokedex-sm/495.shtml","Grass-type","null","495","Snivy","","",""
"1596754252-5537","https://www.serebii.net/pokedex-swsh/beartic","Ice-type","null","614","Beartic","","",""
"1596754849-5851","https://www.serebii.net/pokedex-sm/316.shtml","Poison-type","null","316","Gulpin","","",""
"1596755377-6132","https://www.serebii.net/pokedex-swsh/persian","Normal-type","null","53","Persian","Alolan","Dark-type","null"
"1596754960-5908","https://www.serebii.net/pokedex-sm/261.shtml","Dark-type","null","261","Poochyena","","",""
"1596754512-5673","https://www.serebii.net/pokedex-sm/484.shtml","Water-type","Dragon-type","484","Palkia","","",""
"1596754590-5717","https://www.serebii.net/pokedex-sm/445.shtml","Dragon-type","Ground-type","445","Garchomp","","",""
"1596755254-6057","https://www.serebii.net/pokedex-swsh/tangela","Grass-type","null","114","Tangela","","",""
"1596754722-5785","https://www.serebii.net/pokedex-sm/379.shtml","Steel-type","null","379","Registeel","","",""
"1596754736-5792","https://www.serebii.net/pokedex-sm/372.shtml","Dragon-type","null","372","Shelgon","","",""
"1596753897-5354","https://www.serebii.net/pokedex-swsh/solgaleo","Psychic-type","Steel-type","791","Solgaleo","","",""
"1596754199-5510","https://www.serebii.net/pokedex-swsh/virizion","Grass-type","Fighting-type","640","Virizion","","",""
"1596754680-5764","https://www.serebii.net/pokedex-sm/400.shtml","Normal-type","Water-type","400","Bibarel","","",""
"1596754027-5422","https://www.serebii.net/pokedex-swsh/torracat","Fire-type","null","726","Torracat","","",""
"1596754370-5598","https://www.serebii.net/pokedex-swsh/darmanitan","Fire-type","Psychic-type","555","Darmanitan","Zen Mode","Fire-type","Psychic-type"
"1596754221-5521","https://www.serebii.net/pokedex-swsh/vullaby","Dark-type","Flying-type","629","Vullaby","","",""
"1596754125-5472","https://www.serebii.net/pokedex-swsh/espurr","Psychic-type","null","677","Espurr","","",""
"1596754204-5512","https://www.serebii.net/pokedex-swsh/cobalion","Steel-type","Fighting-type","638","Cobalion","","",""
"1596754091-5455","https://www.serebii.net/pokedex-swsh/helioptile","Electric-type","Normal-type","694","Helioptile","","",""
"1596754644-5744","https://www.serebii.net/pokedex-sm/418.shtml","Water-type","null","418","Buizel","","",""
"1596755126-5992","https://www.serebii.net/pokedex-swsh/xatu","Psychic-type","Flying-type","178","Xatu","","",""
"1596754244-5532","https://www.serebii.net/pokedex-swsh/stunfisk","Ground-type","Electric-type","618","Stunfisk","Normal","Ground-type","Electric-type"
"1596755261-6060","https://www.serebii.net/pokedex-swsh/rhyhorn","Ground-type","Rock-type","111","Rhyhorn","","",""
"1596754998-5927","https://www.serebii.net/pokedex-swsh/blissey","Normal-type","null","242","Blissey","","",""
"1596753789-5298","https://www.serebii.net/pokedex-swsh/cramorant","Flying-type","Water-type","845","Cramorant","","",""
"1596754986-5921","https://www.serebii.net/pokedex-swsh/tyranitar","Rock-type","Dark-type","248","Tyranitar","","",""
"1596754171-5495","https://www.serebii.net/pokedex-sm/654.shtml","Fire-type","null","654","Braixen","","",""
"1596753768-5288","https://www.serebii.net/pokedex-swsh/polteageist","Ghost-type","null","855","Polteageist","","",""
"1596753742-5275","https://www.serebii.net/pokedex-swsh/milcery","Fairy-type","null","868","Milcery","","",""
"1596755242-6051","https://www.serebii.net/pokedex-swsh/staryu","Water-type","null","120","Staryu","","",""
"1596754740-5794","https://www.serebii.net/pokedex-sm/370.shtml","Water-type","null","370","Luvdisc","","",""
"1596754770-5809","https://www.serebii.net/pokedex-swsh/duskull","Ghost-type","null","355","Duskull","","",""
"1596754937-5895","https://www.serebii.net/pokedex-swsh/ludicolo","Water-type","Grass-type","272","Ludicolo","","",""
"1596755457-6181","https://www.serebii.net/pokedex-sm/015.shtml","Bug-type","Poison-type","15","Beedrill","","",""
"1596753967-5389","https://www.serebii.net/pokedex-swsh/shiinotic","Grass-type","Fairy-type","756","Shiinotic","","",""
"1596755344-6114","https://www.serebii.net/pokedex-sm/070.shtml","Grass-type","Poison-type","70","Weepinbell","","",""
"1596754514-5674","https://www.serebii.net/pokedex-sm/483.shtml","Steel-type","Dragon-type","483","Dialga","","",""
"1596755351-6118","https://www.serebii.net/pokedex-swsh/machop","Fighting-type","null","66","Machop","","",""
"1596755325-6099","https://www.serebii.net/pokedex-swsh/slowpoke","Water-type","Psychic-type","79","Slowpoke","Normal","Water-type","Psychic-type"
"1596754716-5782","https://www.serebii.net/pokedex-sm/382.shtml","Water-type","null","382","Kyogre","","",""
"1596754692-5770","https://www.serebii.net/pokedex-sm/394.shtml","Water-type","null","394","Prinplup","","",""
"1596754766-5807","https://www.serebii.net/pokedex-sm/357.shtml","Grass-type","Flying-type","357","Tropius","","",""
"1596754724-5786","https://www.serebii.net/pokedex-sm/378.shtml","Ice-type","null","378","Regice","","",""
"1596754718-5783","https://www.serebii.net/pokedex-sm/381.shtml","Dragon-type","Psychic-type","381","Latios","","",""
"1596754921-5887","https://www.serebii.net/pokedex-swsh/ralts","Psychic-type","Fairy-type","280","Ralts","","",""
"1596754264-5543","https://www.serebii.net/pokedex-swsh/lampent","Ghost-type","Fire-type","608","Lampent","","",""
"1596754382-5607","https://www.serebii.net/pokedex-swsh/lilligant","Grass-type","null","549","Lilligant","","",""
"1596754191-5506","https://www.serebii.net/pokedex-swsh/zekrom","Dragon-type","Electric-type","644","Zekrom","","",""
"1596754013-5415","https://www.serebii.net/pokedex-sm/733.shtml","Normal-type","Flying-type","733","Toucannon","","",""
"1596753839-5323","https://www.serebii.net/pokedex-swsh/greedent","Normal-type","null","820","Greedent","","",""
"1596755148-6003","https://www.serebii.net/pokedex-sm/167.shtml","Bug-type","Poison-type","167","Spinarak","","",""
"1596753905-5358","https://www.serebii.net/pokedex-sm/787.shtml","Grass-type","Fairy-type","787","Tapu Bulu","","",""
"1596754837-5845","https://www.serebii.net/pokedex-sm/322.shtml","Fire-type","Ground-type","322","Numel","","",""
"1596754752-5800","https://www.serebii.net/pokedex-sm/364.shtml","Ice-type","Water-type","364","Sealeo","","",""
"1596755342-6113","https://www.serebii.net/pokedex-sm/071.shtml","Grass-type","Poison-type","71","Victreebel","","",""
"1596754111-5465","https://www.serebii.net/pokedex-swsh/swirlix","Fairy-type","null","684","Swirlix","","",""
"1596755096-5977","https://www.serebii.net/pokedex-sm/193.shtml","Bug-type","Flying-type","193","Yanma","","",""
"1596754049-5434","https://www.serebii.net/pokedex-swsh/noivern","Flying-type","Dragon-type","715","Noivern","","",""
"1596755400-6147","https://www.serebii.net/pokedex-sm/042.shtml","Poison-type","Flying-type","42","Golbat","","",""
"1596753698-5251","https://www.serebii.net/pokedex-swsh/eternatus","Poison-type","Dragon-type","890","Eternatus","","",""
"1596754246-5534","https://www.serebii.net/pokedex-swsh/accelgor","Bug-type","null","617","Accelgor","","",""
"1596754464-5648","https://www.serebii.net/pokedex-swsh/stoutland","Normal-type","null","508","Stoutland","","",""
"1596754614-5729","https://www.serebii.net/pokedex-sm/433.shtml","Psychic-type","null","433","Chingling","","",""
"1596753963-5387","https://www.serebii.net/pokedex-swsh/salazzle","Poison-type","Fire-type","758","Salazzle","","",""
"1596755166-6012","https://www.serebii.net/pokedex-sm/158.shtml","Water-type","null","158","Totodile","","",""
"1596754738-5793","https://www.serebii.net/pokedex-sm/371.shtml","Dragon-type","null","371","Bagon","","",""
"1596753907-5359","https://www.serebii.net/pokedex-sm/786.shtml","Psychic-type","Fairy-type","786","Tapu Lele","","",""
"1596755359-6122","https://www.serebii.net/pokedex-swsh/poliwrath","Water-type","Fighting-type","62","Poliwrath","","",""
"1596754907-5880","https://www.serebii.net/pokedex-sm/287.shtml","Normal-type","null","287","Slakoth","","",""
"1596754392-5612","https://www.serebii.net/pokedex-swsh/whirlipede","Bug-type","Poison-type","544","Whirlipede","","",""
"1596754422-5627","https://www.serebii.net/pokedex-swsh/drilbur","Ground-type","null","529","Drilbur","","",""
"1596755134-5996","https://www.serebii.net/pokedex-swsh/igglybuff","Normal-type","Fairy-type","174","Igglybuff","","",""
"1596754436-5634","https://www.serebii.net/pokedex-sm/522.shtml","Electric-type","null","522","Blitzle","","",""
"1596753819-5313","https://www.serebii.net/pokedex-swsh/eldegoss","Grass-type","null","830","Eldegoss","","",""
"1596754370-5599","https://www.serebii.net/pokedex-swsh/darmanitan","Fire-type","Psychic-type","555","Darmanitan","Galarian","Ice-type","null"
"1596754704-5776","https://www.serebii.net/pokedex-sm/388.shtml","Grass-type","null","388","Grotle","","",""
"1596755203-6030","https://www.serebii.net/pokedex-sm/140.shtml","Rock-type","Water-type","140","Kabuto","","",""
"1596754872-5862","https://www.serebii.net/pokedex-sm/305.shtml","Steel-type","Rock-type","305","Lairon","","",""
"1596754804-5829","https://www.serebii.net/pokedex-swsh/solrock","Rock-type","Psychic-type","338","Solrock","","",""
"1596753702-5255","https://www.serebii.net/pokedex-swsh/zacian","Fairy-type","Steel-type","888","Zacian","Crowned Sword","Fairy-type","Steel-type"
"1596754165-5492","https://www.serebii.net/pokedex-sm/657.shtml","Water-type","null","657","Frogadier","","",""
"1596755235-6046","https://www.serebii.net/pokedex-sm/124.shtml","Ice-type","Psychic-type","124","Jynx","","",""
"1596755038-5947","https://www.serebii.net/pokedex-swsh/corsola","Water-type","Rock-type","222","Corsola","Normal","Water-type","Rock-type"
"1596754556-5700","https://www.serebii.net/pokedex-swsh/magnezone","Electric-type","Steel-type","462","Magnezone","","",""
"1596755438-6171","https://www.serebii.net/pokedex-sm/023.shtml","Poison-type","null","23","Ekans","","",""
"1596755452-6179","https://www.serebii.net/pokedex-sm/017.shtml","Normal-type","Flying-type","17","Pidgeotto","","",""
"1596755317-6093","https://www.serebii.net/pokedex-swsh/farfetch'd","Normal-type","Flying-type","83","Farfetch'd","Normal","Normal-type","Flying-type"
"1596754929-5891","https://www.serebii.net/pokedex-sm/276.shtml","Normal-type","Flying-type","276","Taillow","","",""
"1596754990-5923","https://www.serebii.net/pokedex-swsh/larvitar","Rock-type","Ground-type","246","Larvitar","","",""
"1596754388-5610","https://www.serebii.net/pokedex-swsh/cottonee","Grass-type","Fairy-type","546","Cottonee","","",""
"1596755238-6048","https://www.serebii.net/pokedex-swsh/mr.mime","Psychic-type","Fairy-type","122","Mr. Mime","Normal","Psychic-type","Fairy-type"
"1596755082-5970","https://www.serebii.net/pokedex-sm/200.shtml","Ghost-type","null","200","Misdreavus","","",""
"1596754009-5413","https://www.serebii.net/pokedex-sm/735.shtml","Normal-type","null","735","Gumshoos","","",""
"1596754640-5742","https://www.serebii.net/pokedex-swsh/cherubi","Grass-type","null","420","Cherubi","","",""
"1596753879-5345","https://www.serebii.net/pokedex-swsh/necrozma","Psychic-type","Steel-type","800","Necrozma","Dawn Wings","Psychic-type","ghost-type"
"1596754474-5653","https://www.serebii.net/pokedex-sm/503.shtml","Water-type","null","503","Samurott","","",""
"1596755363-6124","https://www.serebii.net/pokedex-swsh/poliwag","Water-type","null","60","Poliwag","","",""
"1596754628-5736","https://www.serebii.net/pokedex-swsh/drifblim","Ghost-type","Flying-type","426","Drifblim","","",""
"1596755062-5960","https://www.serebii.net/pokedex-sm/210.shtml","Fairy-type","null","210","Granbull","","",""
"1596754234-5527","https://www.serebii.net/pokedex-swsh/golurk","Ground-type","Ghost-type","623","Golurk","","",""
"1596755070-5964","https://www.serebii.net/pokedex-swsh/dunsparce","Normal-type","null","206","Dunsparce","","",""
"1596754354-5588","https://www.serebii.net/pokedex-swsh/cofagrigus","Ghost-type","null","563","Cofagrigus","","",""
"1596754057-5438","https://www.serebii.net/pokedex-swsh/gourgeist","Ghost-type","Grass-type","711","Gourgeist","","",""
"1596754853-5853","https://www.serebii.net/pokedex-sm/314.shtml","Bug-type","null","314","Illumise","","",""
"1596755420-6159","https://www.serebii.net/pokedex-sm/032.shtml","Poison-type","null","32","Nidoran♂","","",""
"1596754714-5781","https://www.serebii.net/pokedex-sm/383.shtml","Ground-type","null","383","Groudon","","",""
"1596754216-5518","https://www.serebii.net/pokedex-swsh/durant","Bug-type","Steel-type","632","Durant","","",""
"1596754442-5637","https://www.serebii.net/pokedex-swsh/pidove","Normal-type","Flying-type","519","Pidove","","",""
"1596755432-6168","https://www.serebii.net/pokedex-swsh/raichu","Electric-type","Psychic-type","26","Raichu","Alolan","Electric-type","Psychic-type"
"1596753961-5386","https://www.serebii.net/pokedex-swsh/stufful","Normal-type","Fighting-type","759","Stufful","","",""
"1596754185-5503","https://www.serebii.net/pokedex-swsh/keldeo","Water-type","Fighting-type","647","Keldeo","","",""
"1596754472-5652","https://www.serebii.net/pokedex-sm/504.shtml","Normal-type","null","504","Patrat","","",""
"1596755462-6184","https://www.serebii.net/pokedex-swsh/butterfree","Bug-type","Flying-type","12","Butterfree","","",""
"1596753843-5325","https://www.serebii.net/pokedex-swsh/inteleon","Water-type","null","818","Inteleon","","",""
"1596754662-5755","https://www.serebii.net/pokedex-sm/409.shtml","Rock-type","null","409","Rampardos","","",""
"1596753847-5327","https://www.serebii.net/pokedex-swsh/sobble","Water-type","null","816","Sobble","","",""
"1596754568-5706","https://www.serebii.net/pokedex-sm/456.shtml","Water-type","null","456","Finneon","","",""
"1596753732-5270","https://www.serebii.net/pokedex-swsh/frosmoth","Ice-type","Bug-type","873","Frosmoth","","",""
"1596755292-6078","https://www.serebii.net/pokedex-sm/096.shtml","Psychic-type","null","96","Drowzee","","",""
"1596755136-5997","https://www.serebii.net/pokedex-swsh/cleffa","Fairy-type","null","173","Cleffa","","",""
"1596753995-5403","https://www.serebii.net/pokedex-swsh/cutiefly","Bug-type","Fairy-type","742","Cutiefly","","",""
"1596755050-5954","https://www.serebii.net/pokedex-sm/216.shtml","Normal-type","null","216","Teddiursa","","",""
"1596753761-5284","https://www.serebii.net/pokedex-swsh/impidimp","Dark-type","Fairy-type","859","Impidimp","","",""
