link,name,typeImageLink,categoryImageLink,basePower,battleEffect,secondaryEffect,effectRate,speedPriority,criticalHitRate,target,makesPhysicalContact
https://www.serebii.net/attackdex-swsh/flashcannon.shtml,Flash Cannon,img/steel.gif,img/special.png,80,The user gathers all its light energy and releases it all at once. This may also lower the target's Sp. Def stat.,May lower opponent's Special Defense one stage.,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/glaciate.shtml,Glaciate,img/ice.gif,img/special.png,65,The user attacks by blowing freezing cold air at opposing Pokémon. This lowers their Speed stats.,Lowers opponent's Speed one stage.,100%,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/gearup.shtml,Gear Up,img/steel.gif,img/other.png,0,The user engages its gears to raise the Attack and Sp. Atk stats of ally Pokémon with the Plus or Minus Ability.,Raises Attack and Special Attack of ally Pokémon with the Plus or Minus ability by 1 stage,-- %,0,None,Team,No
https://www.serebii.net/attackdex-swsh/avalanche.shtml,Avalanche,img/ice.gif,img/physical.png,60,The power of this attack move is doubled if the user has been hurt by the target in the same turn.,Power doubles if user was hit before using the Attack.,-- %,-4,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/boltstrike.shtml,Bolt Strike,img/electric.gif,img/physical.png,130,The user surrounds itself with a great amount of electricity and charges its target. This may also leave the target with paralysis.,May induce paralysis.,20%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/assurance.shtml,Assurance,img/dark.gif,img/physical.png,60,"If the target has already taken some damage in the same turn, this attack's power is doubled.",Doubles damage if target has already received damage this turn.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/gyroball.shtml,Gyro Ball,img/steel.gif,img/physical.png,1,"The user tackles the target with a high-speed spin. The slower the user compared to the target, the greater the move's power.",Increases power the lower the target's Speed,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/endure.shtml,Endure,img/normal.gif,img/other.png,0,The user endures any attack with at least 1 HP. Its chance of failing rises if it is used in succession.,Survives any Attack for one turn leaving at least 1 HP but may fail with successive uses.,-- %,4,None,Self,No
https://www.serebii.net/attackdex-swsh/flipturn.shtml,Flip Turn,img/water.gif,img/physical.png,60,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting.",Pokémon switches out from battle,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/aciddownpour.shtml,Acid Downpour,img/poison.gif,img/physical.png,1,"The user creates a poisonous swamp using its Z-Power and sinks the target into it at full force. The power varies, depending on the original move.",No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/entrainment.shtml,Entrainment,img/normal.gif,img/other.png,0,"The user dances with an odd rhythm that compels the target to mimic it, making the target's Ability the same as the user's.",Causes target's ability to match the user,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/slam.shtml,Slam,img/normal.gif,img/physical.png,80,"The target is slammed with a long tail, vines, or the like to inflict damage.",No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/watersport.shtml,Water Sport,img/water.gif,img/other.png,0,The user soaks the battlefield with water. This weakens Fire-type moves for five turns.,Lowers the power of Fire-type moves used on this Pokémon,-- %,0,None,Field,No
https://www.serebii.net/attackdex-swsh/thundershock.shtml,Thunder Shock,img/electric.gif,img/special.png,40,A jolt of electricity crashes down on the target to inflict damage. This may also leave the target with paralysis.,May induce paralysis.,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/maxphantasm.shtml,Max Phantasm,img/ghost.gif,img/physical.png,1,This is a Ghost-type attack Dynamax Pokémon use. This lowers the target's Defense stat.,Lowers all opponent's Defense one stage,-- %,0,4.17%,Opponent,No
https://www.serebii.net/attackdex-swsh/roaroftime.shtml,Roar of Time,img/dragon.gif,img/special.png,150,The user blasts the target with power that distorts even time. The user can't move on the next turn.,User cannot Attack on the next turn.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/spore.shtml,Spore,img/grass.gif,img/other.png,0,The user scatters bursts of spores that induce sleep.,Induces sleep.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/smartstrike.shtml,Smart Strike,img/steel.gif,img/physical.png,70,The user stabs the target with a sharp horn. This attack never misses.,Cannot miss.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/freezeshock.shtml,Freeze Shock,img/ice.gif,img/physical.png,140,"On the second turn, the user hits the target with electrically charged ice. This may also leave the target with paralysis.",May induce paralysis.,30%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/soak.shtml,Soak,img/water.gif,img/other.png,0,The user shoots a torrent of water at the target and changes the target's type to Water.,Changes opponent's type to Water-type.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/psychicfangs.shtml,Psychic Fangs,img/psychic.gif,img/physical.png,85,The user bites the target with its psychic capabilities. This can also destroy Light Screen and Reflect.,Destroys protective barriers.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/powerwhip.shtml,Power Whip,img/grass.gif,img/physical.png,120,"The user violently whirls its vines, tentacles, or the like to harshly lash the target.",No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/nobleroar.shtml,Noble Roar,img/normal.gif,img/other.png,0,"Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats.",Lowers target's Attack and Special Attack by 1 stage.,100%,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/beatup.shtml,Beat Up,img/dark.gif,img/physical.png,1,"The user gets all party Pokémon to attack the target. The more party Pokémon, the greater the number of attacks.",Does additional damage for every Pokémon in trainer's team.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/trick-or-treat.shtml,Trick-or-Treat,img/ghost.gif,img/other.png,0,The user takes the target trick-or-treating. This adds Ghost type to the target's type.,Target gains the Ghost-type,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-sm/silverwind.shtml,Silver Wind,img/bug.gif,img/special.png,60,The target is attacked with powdery scales blown by the wind. This may also raise all the user's stats.,May raise all user's stats one stage.,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/spotlight.shtml,Spotlight,img/normal.gif,img/other.png,0,The user shines a spotlight on the target so that only the target will be attacked during the turn.,The target becomes the focus of Attacks,-- %,3,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/v-create.shtml,V-create,img/fire.gif,img/physical.png,180,"With a hot flame on its forehead, the user hurls itself at its target. This lowers the user's Defense, Sp. Def, and Speed stats.","Lowers user's Defense, Special Defense & Speed one stage.",100%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/psychup.shtml,Psych Up,img/normal.gif,img/other.png,0,The user hypnotizes itself into copying any stat change made by the target.,Copies opponent's stat changes.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/playrough.shtml,Play Rough,img/fairy.gif,img/physical.png,90,The user plays rough with the target and attacks it. This may also lower the target's Attack stat.,May lower opponent's Attack one stage.,10%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/cosmicpower.shtml,Cosmic Power,img/psychic.gif,img/other.png,0,The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.,Raises user's Defense and Special Defense one stage.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/poltergeist.shtml,Poltergeist,img/ghost.gif,img/physical.png,110,The user attacks the target by controlling the target's item. The move fails if the target doesn't have an item.,No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/followme.shtml,Follow Me,img/normal.gif,img/other.png,0,"The user draws attention to itself, making all targets take aim only at the user.",Draws Attacks towards the user rather than ally,-- %,2,None,Self,No
https://www.serebii.net/attackdex-swsh/ragepowder.shtml,Rage Powder,img/bug.gif,img/other.png,0,The user scatters a cloud of irritating powder to draw attention to itself. Opposing Pokémon aim only at the user.,Draws Attacks towards the user rather than ally,-- %,2,None,Self,No
https://www.serebii.net/attackdex-swsh/focusenergy.shtml,Focus Energy,img/normal.gif,img/other.png,0,The user takes a deep breath and focuses so that critical hits land more easily.,Increases user's critical hit rate.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/g-maxsweetness.shtml,G-Max Sweetness,img/grass.gif,img/physical.png,1,A Grass-type attack that Gigantamax Appletun use. This move heals the status conditions of allies.,Heals party's status problems.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/harden.shtml,Harden,img/normal.gif,img/other.png,0,The user stiffens all the muscles in its body to raise its Defense stat.,Raises user's Defense one stage.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/aurorabeam.shtml,Aurora Beam,img/ice.gif,img/special.png,65,The target is hit with a rainbow-colored beam. This may also lower the target's Attack stat.,May lower opponent's Attack one stage.,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/never-endingnightmare.shtml,Never-Ending Nightmare,img/ghost.gif,img/physical.png,1,"Deep-seated grudges summoned by the user's Z-Power trap the target. The power varies, depending on the original move.",No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/psystrike.shtml,Psystrike,img/psychic.gif,img/special.png,100,The user materializes an odd psychic wave to attack the target. This attack does physical damage.,Inflicts physical damage,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/aquaring.shtml,Aqua Ring,img/water.gif,img/other.png,0,The user envelops itself in a veil made of water. It regains some HP every turn.,Recovers 1/16th of user's HP each turn,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/g-maxwindrage.shtml,G-Max Wind Rage,img/flying.gif,img/physical.png,1,A Flying-type attack that Gigantamax Corviknight use. This move removes the effects of moves like Reflect and Light Screen.,Destroys protective barriers.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/noretreat.shtml,No Retreat,img/fighting.gif,img/other.png,0,This move raises all the user's stats but prevents the user from switching out or fleeing.,Increases each stat by 1 stage. Prevents user from fleeing,100%,0,None,Self,No
https://www.serebii.net/attackdex-sm/baddybad.shtml,Baddy Bad,img/dark.gif,img/special.png,90,The user acts bad and attacks the target. A wondrous wall of light is put up to weaken the power of the opposing Pokémon’s physical moves.,Halves Attack damage inflicted on the user's side of the field,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/blackholeeclipse.shtml,Black Hole Eclipse,img/dark.gif,img/physical.png,1,"The user gathers dark energy using its Z-Power and sucks the target into it. The power varies, depending on the original move.",No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/gunkshot.shtml,Gunk Shot,img/poison.gif,img/physical.png,120,The user shoots filthy garbage at the target to attack. This may also poison the target.,May induce poison.,30%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/mistyterrain.shtml,Misty Terrain,img/fairy.gif,img/other.png,0,This protects Pokémon on the ground from status conditions and halves damage from Dragon-type moves for five turns.,Activates Misty Terrain for 5 turns,-- %,0,None,Field,No
https://www.serebii.net/attackdex-swsh/mirrorcoat.shtml,Mirror Coat,img/psychic.gif,img/special.png,1,"A retaliation move that counters any special attack, inflicting double the damage taken.",Counters the foe's special Attack at double the power.,-- %,-5,4.17%,Special,No
https://www.serebii.net/attackdex-swsh/meteormash.shtml,Meteor Mash,img/steel.gif,img/physical.png,90,The target is hit with a hard punch fired like a meteor. This may also raise the user's Attack stat.,May raise user's Attack one stage.,20%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/lashout.shtml,Lash Out,img/dark.gif,img/physical.png,75,"The user lashes out to vent its frustration toward the target. If its stats were lowered during the turn, the power of this move is doubled.",Doubles power if the user's stats had been lowered during the turn,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/relicsong.shtml,Relic Song,img/normal.gif,img/special.png,75,The user sings an ancient song and attacks by appealing to the hearts of the listening opposing Pokémon. This may also induce sleep.,May induce SLEEP. Changes Meloetta's Form,10%,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/minimize.shtml,Minimize,img/normal.gif,img/other.png,0,"The user compresses its body to make itself look smaller, which sharply raises its evasiveness.",Raises user's Evasion two stages.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/smog.shtml,Smog,img/poison.gif,img/special.png,30,The target is attacked with a discharge of filthy gases. This may also poison the target.,May induce poison.,40%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/behemothbash.shtml,Behemoth Bash,img/steel.gif,img/physical.png,100,The user becomes a gigantic shield and slams into the target. This move deals twice the damage if the target is Dynamaxed.,Increases damage by 100% if target is Dynamaxed,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/magicroom.shtml,Magic Room,img/psychic.gif,img/other.png,0,The user creates a bizarre area in which Pokémon's held items lose their effects for five turns.,Prevents hold item use for five turns.,-- %,0,None,Field,No
https://www.serebii.net/attackdex-sm/odorsleuth.shtml,Odor Sleuth,img/normal.gif,img/other.png,0,Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. This also enables an evasive target to be hit.,Allows opponent to be hit if Evasion is high. Allows Ghost-type Pokémon to be hit by Normal-type moves.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/airslash.shtml,Air Slash,img/flying.gif,img/special.png,75,The user attacks with a blade of air that slices even the sky. This may also make the target flinch.,May cause opponent to flinch.,30%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/captivate.shtml,Captivate,img/normal.gif,img/other.png,0,"If any opposing Pokémon is the opposite gender of the user, it is charmed, which harshly lowers its Sp. Atk stat.",Lowers opponent's Special Attack by two stages if of an opposite gender to the user.,-- %,0,None,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/firespin.shtml,Fire Spin,img/fire.gif,img/special.png,35,The target becomes trapped within a fierce vortex of fire that rages for four to five turns.,Traps opponent.,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/fairylock.shtml,Fairy Lock,img/fairy.gif,img/other.png,0,"By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn.",Prevents opponent from fleeing this turn,-- %,0,None,Field,No
https://www.serebii.net/attackdex-swsh/g-maxvolcalith.shtml,G-Max Volcalith,img/rock.gif,img/physical.png,1,A Rock-type attack that Gigantamax Coalossal use. This move continues to deal damage to opponents for four turns.,Damages opponents by 1/6th maximum HP each turn for four turns.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/bellydrum.shtml,Belly Drum,img/normal.gif,img/other.png,0,The user maximizes its Attack stat in exchange for HP equal to half its max HP.,Cut's half of user's maximum HP and maximizes Attack.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/acidspray.shtml,Acid Spray,img/poison.gif,img/special.png,40,The user spits fluid that works to melt the target. This harshly lowers the target's Sp. Def stat.,Lowers opponent's Special Defense two stages.,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/vitalthrow.shtml,Vital Throw,img/fighting.gif,img/physical.png,70,"The user attacks last. In return, this throw move never misses.",Cannot miss. Goes last.,-- %,-1,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/woodhammer.shtml,Wood Hammer,img/grass.gif,img/physical.png,120,The user slams its rugged body into the target to attack. This also damages the user quite a lot.,User takes recoil damage equal to a third of the damage inflicted.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/doubleteam.shtml,Double Team,img/normal.gif,img/other.png,0,"By moving rapidly, the user makes illusory copies of itself to raise its evasiveness.",Raises user's Evasion one stage.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/shelltrap.shtml,Shell Trap,img/fire.gif,img/special.png,150,"The user sets a shell trap. If the user is hit by a physical move, the trap will explode and inflict damage on opposing Pokémon.","If user is hit by a physical Attack after using this move, damage is inflicted",-- %,-3,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/behemothblade.shtml,Behemoth Blade,img/steel.gif,img/physical.png,100,The user becomes a gigantic sword and cuts the target. This move deals twice the damage if the target is Dynamaxed.,Increases damage by 100% if target is Dynamaxed,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/laserfocus.shtml,Laser Focus,img/normal.gif,img/other.png,0,The user concentrates intensely. The attack on the next turn always results in a critical hit.,The user's next move will be a Critical Hit,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/paraboliccharge.shtml,Parabolic Charge,img/electric.gif,img/special.png,65,The user attacks everything around it. The user's HP is restored by half the damage taken by those hit.,User recovers half the damage inflicted.,-- %,0,4.17%,All Adjacent Pokémon,No
https://www.serebii.net/attackdex-swsh/gigaimpact.shtml,Giga Impact,img/normal.gif,img/physical.png,150,The user charges at the target using every bit of its power. The user can't move on the next turn.,User cannot Attack on the next turn.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/aquajet.shtml,Aqua Jet,img/water.gif,img/physical.png,40,The user lunges at the target at a speed that makes it almost invisible. This move always goes first.,Has increased Speed Priority,-- %,MaxMove Power:,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/bonerush.shtml,Bone Rush,img/ground.gif,img/physical.png,25,The user strikes the target with a hard bone two to five times in a row.,"Attacks 2-5 times in a row. 
37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits",-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/forcepalm.shtml,Force Palm,img/fighting.gif,img/physical.png,60,The target is attacked with a shock wave. This may also leave the target with paralysis.,May induce paralysis.,30%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/painsplit.shtml,Pain Split,img/normal.gif,img/other.png,0,"The user adds its HP to the target's HP, then equally shares the combined HP with the target.",User and opponent's Hit Points are added up and then shared equally,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-sm/smellingsalts.shtml,Smelling Salts,img/normal.gif,img/physical.png,70,"This attack's power is doubled when used on a target with paralysis. This also cures the target's paralysis, however.",Doubles damage when targed is afflicted with Paralysis. Heals opponent's Paralysis,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/gust.shtml,Gust,img/flying.gif,img/special.png,40,A gust of wind is whipped up by wings and launched at the target to inflict damage.,Hits opponents using Fly,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/scaleshot.shtml,Scale Shot,img/dragon.gif,img/physical.png,25,The user attacks by shooting scales two to five times in a row. This move boosts the user's Speed stat but lowers its Defense stat.,Increases Speed by 1 stage. Lowers Defense by 1 Stage,20%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/technoblast.shtml,Techno Blast,img/normal.gif,img/special.png,120,The user fires a beam of light at its target. The move's type changes depending on the Drive the user holds.,Changes the type of the move based upon the item being held,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/magicalleaf.shtml,Magical Leaf,img/grass.gif,img/special.png,60,The user scatters curious leaves that chase the target. This attack never misses.,Cannot miss.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/firepledge.shtml,Fire Pledge,img/fire.gif,img/special.png,80,"A column of fire hits the target. When used with its grass equivalent, its power increases and a vast sea of fire appears.","If combined with Grass Oath, damages opponents by 1/8th maximum HP each turn for four turns.",-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/healingwish.shtml,Healing Wish,img/psychic.gif,img/other.png,0,"The user faints. In return, the Pokémon taking its place will have its HP restored and status conditions cured.",Recovers Pokémon switched in if user is Knocked Out.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/overheat.shtml,Overheat,img/fire.gif,img/special.png,130,The user attacks the target at full power. The attack's recoil harshly lowers the user's Sp. Atk stat.,Lowers user's Special Attack two stages.,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/quiverdance.shtml,Quiver Dance,img/bug.gif,img/other.png,0,"The user lightly performs a beautiful, mystic dance. This boosts the user's Sp. Atk, Sp. Def, and Speed stats.","Raises user's Special Attack, Special Defense & Speed by one stage.",-- %,0,None,Self,No
https://www.serebii.net/attackdex-sm/refresh.shtml,Refresh,img/normal.gif,img/other.png,0,"The user rests to cure itself of poisoning, a burn, or paralysis.","Heals poison, paralysis, or a burn.",-- %,0,None,Self,No
https://www.serebii.net/attackdex-sm/tectonicrage.shtml,Tectonic Rage,img/ground.gif,img/physical.png,1,"The user burrows deep into the ground and slams into the target with the full force of its Z-Power. The power varies, depending on the original move.",No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/mistyexplosion.shtml,Misty Explosion,img/fairy.gif,img/special.png,100,The user attacks everything around it and faints upon using this move. This move's power is increased on Misty Terrain.,Increases damage by 50% during Misty Terrain.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/earthpower.shtml,Earth Power,img/ground.gif,img/special.png,90,The user makes the ground under the target erupt with power. This may also lower the target's Sp. Def stat.,May lower opponent's Special Defense one stage.,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/icefang.shtml,Ice Fang,img/ice.gif,img/physical.png,65,The user bites with cold-infused fangs. This may also make the target flinch or leave it frozen.,May FREEZE opponent or cause opponent to flinch.,10%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/judgment.shtml,Judgment,img/normal.gif,img/special.png,100,The user releases countless shots of light at the target. This move's type varies depending on the kind of Plate the user is holding.,Changes the type of the move based upon the item being held,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/maxwyrmwind.shtml,Max Wyrmwind,img/dragon.gif,img/physical.png,1,This is a Dragon-type attack Dynamax Pokémon use. This lowers the target's Attack stat.,Lowers all opponent's Attack one stage,-- %,0,4.17%,Opponent,No
https://www.serebii.net/attackdex-swsh/drainingkiss.shtml,Draining Kiss,img/fairy.gif,img/special.png,50,The user steals the target's HP with a kiss. The user's HP is restored by over half of the damage taken by the target.,User recovers 75% the damage inflicted.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/floatyfall.shtml,Floaty Fall,img/flying.gif,img/physical.png,90,"The user floats in the air, and then dives at a steep angle to attack the target. This may also make the target flinch.",May cause opponent to flinch.,30%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/magmastorm.shtml,Magma Storm,img/fire.gif,img/special.png,100,The target becomes trapped within a maelstrom of fire that rages for four to five turns.,Traps opponent.,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/coil.shtml,Coil,img/poison.gif,img/other.png,0,The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.,"Raises Attack, Defense & Accuracy one stage.",-- %,0,None,Self,No
https://www.serebii.net/attackdex-sm/sonicboom.shtml,Sonic Boom,img/normal.gif,img/special.png,1,The target is hit with a destructive shock wave that always inflicts 20 HP damage.,Inflicts 20 HP damage.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/sleeppowder.shtml,Sleep Powder,img/grass.gif,img/other.png,0,The user scatters a big cloud of sleep-inducing dust around the target.,Induces sleep.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/confusion.shtml,Confusion,img/psychic.gif,img/special.png,50,The target is hit by a weak telekinetic force. This may also confuse the target.,May induce Confusion,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/fakeout.shtml,Fake Out,img/normal.gif,img/physical.png,40,This attack hits first and makes the target flinch. It only works the first turn each time the user enters battle.,Causes opponent to flinch.,100%,3,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/attackorder.shtml,Attack Order,img/bug.gif,img/physical.png,90,The user calls out its underlings to pummel the target. Critical hits land more easily.,Has an increased Critical Hit ratio,-- %,0,12.50%,Selected Target,No
https://www.serebii.net/attackdex-swsh/round.shtml,Round,img/normal.gif,img/special.png,60,The user attacks the target with a song. Others can join in the Round to increase the power of the attack.,Increases power if other Pokémon used Round this turn,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/mindblown.shtml,Mind Blown,img/fire.gif,img/special.png,150,The user attacks everything around it by causing its own head to explode. This also damages the user.,User loses half their Maximum Hit Points. This effect is ignored by Magic Guard.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/geargrind.shtml,Gear Grind,img/steel.gif,img/physical.png,50,The user attacks by throwing steel gears at its target twice.,Attacks twice in a row.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/stuffcheeks.shtml,Stuff Cheeks,img/normal.gif,img/other.png,0,"The user eats its held Berry, then sharply raises its Defense stat.",Raises user's Defense two stages.,100%,0,None,Self,No
https://www.serebii.net/attackdex-swsh/attract.shtml,Attract,img/normal.gif,img/other.png,0,"If it is the opposite gender of the user, the target becomes infatuated and less likely to attack.",Causes the opponent to be inflicted with Infatuation,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/ingrain.shtml,Ingrain,img/grass.gif,img/other.png,0,"The user lays roots that restore its HP on every turn. Because it's rooted, it can't switch out.",Recovers user's Hit Points by 1/16th each turn. Prevents user from Switching out.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/bulletseed.shtml,Bullet Seed,img/grass.gif,img/physical.png,25,The user forcefully shoots seeds at the target two to five times in a row.,"Attacks 2-5 times in a row. 
37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits",-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/g-maxsnooze.shtml,G-Max Snooze,img/dark.gif,img/physical.png,1,A Dark-type attack that Gigantamax Grimmsnarl use. The user lets loose a huge yawn that lulls the targets into falling asleep on the next turn.,Target falls asleep during the next turn.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/wickedblow.shtml,Wicked Blow,img/dark.gif,img/physical.png,80,"The user, having mastered the Dark style, strikes the target with a fierce blow. This attack always results in a critical hit.",Always inflicts a Critical Hit,-- %,0,100%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/seismictoss.shtml,Seismic Toss,img/fighting.gif,img/physical.png,1,The target is thrown using the power of gravity. It inflicts damage equal to the user's level.,Inflicts damage equal to the user's level.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/maxstrike.shtml,Max Strike,img/normal.gif,img/physical.png,1,This is a Normal-type attack Dynamax Pokémon use. This lowers the target's Speed stat.,Lowers all opponent's Speed one stage,-- %,0,4.17%,Opponent,No
https://www.serebii.net/attackdex-swsh/screech.shtml,Screech,img/normal.gif,img/other.png,0,An earsplitting screech harshly lowers the target's Defense stat.,Lowers opponent's Defense two stages.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/leafblade.shtml,Leaf Blade,img/grass.gif,img/physical.png,90,The user handles a sharp leaf like a sword and attacks by cutting its target. Critical hits land more easily.,Has an increased Critical Hit ratio,-- %,0,12.50%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/sacredsword.shtml,Sacred Sword,img/fighting.gif,img/physical.png,90,The user attacks by slicing with a long horn. The target's stat changes don't affect this attack's damage.,Ignores stat changes,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/thousandwaves.shtml,Thousand Waves,img/ground.gif,img/physical.png,90,The user attacks with a wave that crawls along the ground. Those it hits can't flee from battle.,Prevents target from switching,-- %,0,4.17%,All Adjacent Foes,No
